from_totally_fake_account,to_randomly_generated_account,total_amount,frequency
1717.0,25717,198.05,29
1717.0,33124,100.0,2
1717.0,33594,115.2,18
1717.0,3431,219.84,36
1717.0,38646,152.95,28
1717.0,44747,133.0,20
1717.0,46687,64.5,11
1717.0,71839,295.99999999999994,42
1717.0,7343,16290.0,12
1717.0,82997,73.5,12
1717.0,96239,64.0,10
1718.0,15197,84.0,13
1718.0,2211,61.0,11
1718.0,25480,46.2,7
1718.0,33594,78.9,15
1718.0,38736,59.5,11
1718.0,41728,238.5,37
1718.0,43242,29.5,5
1718.0,50587,120.0,19
1718.0,55709,99.5,16
1718.0,5653,43.5,8
1718.0,57594,42.5,7
1718.0,59609,115.0,21
1718.0,61041,230.4,39
1718.0,62406,63.0,11
1718.0,72946,57.0,7
1718.0,72951,72.0,13
1718.0,7343,18935.0,12
1718.0,78725,72.5,11
1718.0,81302,26.5,4
1718.0,86475,29.5,6
1718.0,88944,15.5,3
1718.0,91520,19.0,3
1718.0,96239,62.0,11
1730.0,23552,60.5,11
1730.0,30437,23.0,3
1730.0,35632,73.0,13
1730.0,46319,51.5,9
1730.0,58991,49.5,8
1730.0,63779,27.95,5
1730.0,65703,3377.5,17
1730.0,69584,68.5,11
1730.0,7018,43.5,7
1730.0,7170,4.8,2
1730.0,76258,62.0,11
1730.0,85958,42.5,7
1730.0,88076,62.0,9
1730.0,97171,31.5,6
1730.0,98238,5.1,2
1730.0,98271,58.0,9
1730.0,9854,10.5,2
1736.0,12800,85.0,12
1736.0,13485,56.38,4
1736.0,29932,141.8,27
1736.0,34899,57.5,9
1736.0,35317,72.5,11
1736.0,45952,6.5,1
1736.0,49926,69.5,11
1736.0,51335,52.5,8
1736.0,56596,15.5,2
1736.0,64268,71.5,12
1736.0,66812,72.0,14
1736.0,67950,36.5,6
1736.0,68053,3482.2,30
1736.0,71467,24.0,3
1736.0,7312,131.5,20
1736.0,7875,25.5,4
1736.0,81381,82.5,13
1736.0,94953,78.5,13
1736.0,98502,93.15,15
1757.0,10004,23.0,5
1757.0,11322,71.3,14
1757.0,31703,42.5,8
1757.0,31832,140.5,23
1757.0,35257,46.5,7
1757.0,40137,243.65,41
1757.0,43006,77.25,13
1757.0,47289,25.5,4
1757.0,53471,166.6,29
1757.0,54640,21.0,4
1757.0,66387,22.5,5
1757.0,7530,80.0,13
1757.0,7601,6.0,1
1757.0,82313,2699.0,25
1757.0,85059,185.33,29
1757.0,89259,24.0,4
1757.0,90620,9.5,2
1757.0,93982,206.0,33
1784.0,15418,100.9,20
1784.0,20099,139.9,24
1784.0,23832,160.25,28
1784.0,25093,26.5,6
1784.0,25439,81.0,12
1784.0,33124,50.0,1
1784.0,39760,88.0,16
1784.0,45170,150.5,27
1784.0,53386,86.5,14
1784.0,57436,9615.2,72
1784.0,59992,264.95,46
1784.0,76710,103.15,17
1784.0,84432,98.0,14
1784.0,88122,46.65,8
1784.0,95872,169.25000000000003,32
1786.0,11620,106.0,17
1786.0,12332,175.3,27
1786.0,17750,118.0,21
1786.0,19525,125.5,20
1786.0,3786,86.0,13
1786.0,42066,90.85,18
1786.0,52682,110.95,19
1786.0,55685,106.0,18
1786.0,62626,16665.0,12
1786.0,80477,50.0,9
1786.0,83985,112.5,18
1786.0,86153,123.5,19
1786.0,88027,48.3,10
1786.0,99051,175.5,31
1793.0,11976,3597.55,30
1793.0,43340,54.5,9
1793.0,45610,68.5,13
1793.0,47631,185.5,34
1793.0,58074,256.75,48
1793.0,72708,377.5,65
1793.0,84948,209.83,34
1793.0,91996,258.55,39
1799.0,17852,633.65,113
1799.0,23314,230.0,42
1799.0,3063,262.5,45
1799.0,31299,140.4,24
1799.0,3680,65.8,13
1799.0,45668,57.5,9
1799.0,48481,138.0,22
1799.0,51590,57.0,9
1799.0,54019,138.22,22
1799.0,60869,80.2,14
1799.0,62396,235.95,41
1799.0,6703,59.5,11
1799.0,68605,75.5,13
1799.0,72007,118.9,22
1799.0,74700,87.55,16
1799.0,96653,271.0,41
1800.0,30913,78.65,12
1800.0,31572,92.0,14
1800.0,32345,82.0,13
1800.0,32641,68.0,10
1800.0,38583,14.5,2
1800.0,40940,6153.3499999999985,91
1800.0,42936,228.5,36
1800.0,51290,88.35000000000002,17
1800.0,5615,52.0,9
1800.0,71541,58.0,8
1800.0,76872,62.0,11
1800.0,84417,35.5,6
1800.0,9173,80.0,14
1800.0,94690,199.0,32
1808.0,12800,43.0,8
1808.0,16334,49.0,9
1808.0,17025,272.9,49
1808.0,24658,37.0,7
1808.0,25267,28.5,4
1808.0,43822,92.5,13
1808.0,45952,61.0,10
1808.0,53637,46.0,8
1808.0,55374,28.5,5
1808.0,5819,113.55,17
1808.0,61284,55.5,7
1808.0,64966,120.0,18
1808.0,67515,324.4899999999999,26
1808.0,6905,7996.25,51
1808.0,70442,48.0,7
1808.0,7312,92.5,15
1808.0,89640,92.5,15
1808.0,94953,28.5,4
1808.0,99657,31.0,4
1815.0,12453,3118.5,48
1815.0,1618,57.5,9
1815.0,1777,157.5,27
1815.0,37949,219.6,44
1815.0,4708,44.5,9
1815.0,62099,107.15,17
1815.0,75547,72.5,12
1815.0,76241,134.06,19
1815.0,78244,287.0,47
1815.0,88987,129.7,26
1815.0,92715,352.5,59
1823.0,12301,102.0,17
1823.0,13357,74.5,13
1823.0,16056,307.85,46
1823.0,32515,15965.0,12
1823.0,35168,56.5,9
1823.0,35762,27.5,5
1823.0,44429,93.0,17
1823.0,49205,401.88,58
1823.0,50421,565.1299999999999,70
1823.0,5068,132.0,19
1823.0,51546,185.7,32
1823.0,52316,171.75,30
1823.0,54694,96.15,22
1823.0,62631,197.5,28
1823.0,75056,111.4,21
1823.0,93787,962.27,125
1827.0,23151,5340.56,56
1827.0,29569,389.4,66
1827.0,48865,61.5,11
1827.0,49880,133.50000000000003,23
1827.0,70070,330.45,46
1827.0,71011,542.01,84
1827.0,87273,112.5,19
1827.0,89042,87.0,15
1828.0,12812,243.15,42
1828.0,18075,149.0,27
1828.0,20076,115.5,19
1828.0,22141,47.0,7
1828.0,25803,3181.5,39
1828.0,37340,107.5,18
1828.0,37775,123.0,22
1828.0,37913,13.0,2
1828.0,40207,102.5,16
1828.0,45487,244.0,39
1828.0,47918,24.75,6
1828.0,57949,18.0,3
1828.0,61601,42.0,7
1828.0,62989,130.05,14
1828.0,66891,162.7,25
1828.0,66944,48.5,6
1828.0,67652,38.77,7
1828.0,86355,49.5,8
1828.0,87528,68.55,13
1828.0,92705,25.5,5
1828.0,94622,20.5,4
1828.0,99102,36.0,6
1835.0,10744,2.25,1
1835.0,1159,5.199999999999998,2
1835.0,12015,61.5,9
1835.0,20251,36.0,6
1835.0,2137,79.4,15
1835.0,22473,27.5,5
1835.0,27406,39.5,6
1835.0,31357,13.5,2
1835.0,36150,55.0,10
1835.0,39637,27.5,4
1835.0,41570,57.5,9
1835.0,62913,33.5,6
1835.0,63621,2.25,1
1835.0,67046,2.4,1
1835.0,68934,70.5,12
1835.0,73584,93.05,19
1835.0,76681,4647.05,19
1835.0,81785,56.55,16
1835.0,83913,30.099999999999994,10
1835.0,84863,60.21,9
1835.0,98491,41.5,8
1838.0,10821,2.9,2
1838.0,14980,7.699999999999998,3
1838.0,20142,2.65,1
1838.0,26246,80.5,12
1838.0,46326,114.0,21
1838.0,51111,7679.5,23
1838.0,68398,79.5,13
1838.0,84858,3.9,2
1838.0,87355,70.5,12
1838.0,88049,9.3,4
1838.0,90745,70.5,12
1838.0,95744,105.5,16
1838.0,99533,28.9,6
1908.0,1002,26.9,4
1908.0,26534,141.0,25
1908.0,33124,50.0,1
1908.0,33661,105.0,17
1908.0,36320,14204.55,155
1908.0,49786,205.25,26
1908.0,50380,130.3,22
1908.0,74646,362.0,57
1908.0,94591,79.6,15
1910.0,21667,103.05000000000004,21
1910.0,22116,25.5,4
1910.0,23991,103.7,20
1910.0,24237,68.5,11
1910.0,3070,109.3,20
1910.0,32768,58.5,8
1910.0,39570,136.5,24
1910.0,5882,105.65,18
1910.0,63335,21.0,3
1910.0,64185,52.0,10
1910.0,70880,85.5,13
1910.0,76501,116.5,18
1910.0,77297,346.65,58
1910.0,77369,110.5,19
1910.0,78092,25.5,4
1910.0,80574,2653.0,41
1910.0,91224,111.0,19
1910.0,97152,127.0,23
1931.0,20801,29.5,5
1931.0,24575,53.0,8
1931.0,30643,7.6,3
1931.0,3347,1.45,1
1931.0,33732,152.5,26
1931.0,34969,69.0,4
1931.0,36185,2.65,1
1931.0,36969,16.0,3
1931.0,44488,46.0,7
1931.0,50933,45.0,7
1931.0,52414,99.85,12
1931.0,5277,64.43,6
1931.0,58660,9.0,1
1931.0,63172,28.0,5
1931.0,66821,2.4,1
1931.0,67591,34.5,6
1931.0,70814,85.5,14
1931.0,73017,31.0,6
1931.0,82608,4089.86,18
1990.0,10586,53.5,10
1990.0,11401,132.0,20
1990.0,13174,27.0,5
1990.0,13531,106.0,18
1990.0,13807,342.54,43
1990.0,26605,38.4,7
1990.0,30501,85.5,11
1990.0,3335,110.05,19
1990.0,3747,79.0,15
1990.0,45552,49.3,11
1990.0,51108,6273.8,54
1990.0,51766,88.5,15
1990.0,55565,33.5,6
1990.0,57317,108.0,16
1990.0,64159,96.0,18
1990.0,74069,107.45,17
1990.0,74842,77.2,13
1990.0,86194,74.5,10
1990.0,88540,245.65,36
1990.0,9374,111.8,19
1990.0,97163,221.59,30
2004.0,24146,4163.5,19
2004.0,25586,2.65,1
2004.0,34568,48.5,7
2004.0,4047,28.0,5
2004.0,4809,40.4,8
2004.0,49989,60.0,9
2004.0,51233,86.5,12
2004.0,58372,102.5,18
2004.0,7398,71.85,13
2004.0,76370,48.5,9
2004.0,9120,95.83,13
2004.0,93827,91.0,15
2019.0,10730,72.0,12
2019.0,34570,88.5,15
2019.0,35189,99.61,11
2019.0,4407,111.91,15
2019.0,46895,116.0,20
2019.0,66003,62.5,8
2019.0,7012,82.5,12
2019.0,7455,16160.0,12
2019.0,76394,108.23,13
2019.0,83557,140.5,25
2019.0,84585,122.87,15
2019.0,91844,4.0,2
2019.0,93820,58.86,5
2029.0,16726,107.0,17
2029.0,28652,79.0,14
2029.0,33504,58.0,11
2029.0,40913,88.7,18
2029.0,46315,9219.5,114
2029.0,65459,122.0,20
2029.0,8501,87.3,17
2029.0,87731,31.5,6
2029.0,9416,76.5,11
2030.0,16209,59.0,9
2030.0,26340,160.0,27
2030.0,27204,156.70000000000005,28
2030.0,33124,50.0,1
2030.0,36760,83.5,12
2030.0,48533,81.5,11
2030.0,49174,97.0,16
2030.0,50047,118.5,17
2030.0,56726,112.5,14
2030.0,73011,79.0,12
2030.0,83557,15828.64,70
2030.0,92626,51.5,10
2035.0,11167,34.2,8
2035.0,17480,66.5,11
2035.0,22683,35.5,6
2035.0,23297,83.65,16
2035.0,26646,31.0,5
2035.0,28692,15.5,3
2035.0,32064,2.25,1
2035.0,33124,50.0,1
2035.0,35664,28.0,5
2035.0,37897,46.5,9
2035.0,41841,16025.0,12
2035.0,45975,82.0,14
2035.0,48238,36.5,6
2035.0,66049,36.0,7
2035.0,74123,62.5,12
2035.0,80695,1.45,1
2035.0,81623,5.8,3
2035.0,87768,30.0,5
2035.0,94152,34.5,6
2044.0,22429,4619.85,56
2044.0,63380,102.25,19
2044.0,73785,77.0,13
2044.0,76287,569.0400000000002,67
2044.0,78629,161.5,28
2044.0,83919,135.65,23
2044.0,89126,703.37,58
2044.0,90852,211.0,33
2069.0,1099,46.5,7
2069.0,15424,50.0,8
2069.0,16652,39.5,6
2069.0,45901,149.5,23
2069.0,55298,66.0,10
2069.0,55567,86.0,15
2069.0,64581,219.95,39
2069.0,67135,127.85,24
2069.0,7398,57.2,11
2069.0,92229,21242.53,44
2069.0,93827,70.5,11
2069.0,96560,66.0,11
2071.0,10147,53.5,10
2071.0,17294,16.0,3
2071.0,1770,52.0,7
2071.0,29984,18025.0,12
2071.0,32827,291.76,47
2071.0,33124,50.0,1
2071.0,3887,312.1,35
2071.0,39370,68.0,9
2071.0,56325,231.42,30
2071.0,72758,50.0,10
2071.0,73495,53.0,10
2071.0,77253,331.2999999999999,55
2071.0,78258,38.7,8
2071.0,7872,34.5,5
2071.0,89227,42.0,8
2071.0,93426,193.0,30
2071.0,97836,86.0,7
2076.0,10743,137.95,22
2076.0,14867,233.5,40
2076.0,15471,13680.0,12
2076.0,36713,61.5,10
2076.0,37963,54.5,8
2076.0,42394,415.2,67
2076.0,43991,247.55,43
2076.0,45069,154.65,25
2076.0,49602,10.5,2
2076.0,6324,150.0,19
2076.0,66476,193.5,34
2076.0,70095,231.0,37
2076.0,73251,65.0,10
2076.0,75259,131.5,19
2076.0,7989,65.0,10
2076.0,87764,191.05,32
2076.0,9460,130.5,12
2076.0,96593,73.5,12
2076.0,9678,52.5,9
2090.0,11182,142.0,25
2090.0,22351,113.9,20
2090.0,29312,74.0,13
2090.0,30813,421.38,42
2090.0,39841,114.8,20
2090.0,49261,55.0,10
2090.0,65991,55.5,10
2090.0,69369,4901.169999999999,48
2090.0,72354,318.12999999999994,29
2090.0,79200,22.0,4
2090.0,84945,147.5,24
2090.0,86723,283.9500000000001,44
2090.0,93798,131.95,25
2097.0,19561,234.8,43
2097.0,2817,125.15000000000002,25
2097.0,30617,267.5,43
2097.0,33124,197.5,34
2097.0,46516,257.75,48
2097.0,53792,462.0,72
2097.0,59479,115.15,21
2097.0,9477,171.45,28
2097.0,95330,180.65,32
2097.0,96455,128.5,21
2100.0,12733,159.1,27
2100.0,15900,486.5,83
2100.0,38514,129.5,21
2100.0,52403,149.0,24
2100.0,57538,904.1,144
2100.0,87926,241.5,42
2108.0,21248,263.5,46
2108.0,22156,39.0,7
2108.0,23192,107.0,17
2108.0,28513,3705.37,40
2108.0,30962,47.5,9
2108.0,39321,172.47,25
2108.0,46807,251.96,39
2108.0,51121,61.0,11
2108.0,55485,102.66,12
2108.0,6575,11.0,2
2108.0,68711,50.5,9
2108.0,73666,60.5,9
2108.0,78849,217.58,27
2108.0,86253,67.9,12
2108.0,86772,121.0,20
2116.0,12361,237.15,41
2116.0,15152,95.6,19
2116.0,21230,92.5,15
2116.0,21802,42.5,8
2116.0,33124,50.0,1
2116.0,42733,339.02,48
2116.0,44336,190.5,33
2116.0,53532,224.09,25
2116.0,6211,443.03,49
2116.0,74483,61.0,11
2116.0,75219,218.31,21
2116.0,75786,73.5,11
2116.0,84496,2977.4700000000007,48
2126.0,45219,127.06,16
2126.0,46161,78.5,14
2126.0,4832,157.5,27
2126.0,48895,398.13,41
2126.0,52955,141.0,23
2126.0,56235,169.6,32
2126.0,60293,8125.129999999999,98
2126.0,69899,268.85,27
2126.0,70095,46.0,9
2126.0,7538,82.5,13
2126.0,87778,209.0,37
2126.0,88678,52.25,9
2126.0,97898,82.5,16
2137.0,12688,155.45,25
2137.0,1835,112.5,17
2137.0,19143,16.5,3
2137.0,24987,228.9,39
2137.0,28890,163.35000000000005,29
2137.0,41570,201.0,33
2137.0,63167,222.06,32
2137.0,70299,31.0,6
2137.0,76681,4691.3,27
2137.0,81785,428.05,71
2137.0,83913,281.75,53
2137.0,86810,21.5,3
2137.0,91447,84.0,14
2137.0,95091,52.0,9
2152.0,12184,173.5,27
2152.0,24796,63.0,10
2152.0,42143,89.5,15
2152.0,52239,71.89999999999998,17
2152.0,56402,100.5,16
2152.0,63250,31.0,5
2152.0,64333,131.5,19
2152.0,67169,122.9,21
2152.0,67516,85.5,17
2152.0,75115,127.05,23
2152.0,75713,83.5,14
2152.0,9499,156.54999999999995,26
2152.0,95007,114.0,19
2152.0,95949,20.5,3
2152.0,99609,71.5,13
2171.0,13392,146.5,27
2171.0,15940,70.5,9
2171.0,15944,291.35,49
2171.0,24469,62.0,11
2171.0,29439,112.6,19
2171.0,38534,177.5,27
2171.0,51790,60.5,10
2171.0,54495,72.5,10
2171.0,5979,63.5,10
2171.0,64696,112.0,21
2171.0,66262,250.4,43
2171.0,71666,87.5,15
2171.0,74155,152.0,22
2171.0,79674,27.5,5
2171.0,8181,16995.0,12
2171.0,85436,56.95,11
2171.0,9141,64.0,11
2171.0,98884,48.0,8
2182.0,10743,58.0,8
2182.0,15471,17995.0,12
2182.0,24559,127.9,22
2182.0,30997,130.2,16
2182.0,35146,103.95,17
2182.0,36713,55.0,9
2182.0,45069,77.5,10
2182.0,57980,166.5,25
2182.0,60223,183.5,30
2182.0,75259,58.5,10
2182.0,7979,420.29999999999984,68
2182.0,96593,36.5,7
2211.0,12061,457.55,80
2211.0,12184,161.5,28
2211.0,16213,67.0,11
2211.0,1717,182.0,27
2211.0,1718,126.5,18
2211.0,26170,316.7,45
2211.0,2858,235.8,35
2211.0,29899,138.39999999999998,28
2211.0,30072,53.5,9
2211.0,38736,84.5,13
2211.0,40036,118.5,18
2211.0,62406,213.0,37
2211.0,65398,28.5,5
2211.0,89926,49.5,9
2213.0,1002,70.0,13
2213.0,11143,144.42000000000004,22
2213.0,23821,4106.2,34
2213.0,26731,53.0,8
2213.0,30750,128.0,22
2213.0,33661,86.5,16
2213.0,35433,143.5,20
2213.0,37389,28.0,5
2213.0,39676,5.0,1
2213.0,50742,332.76,50
2213.0,54602,64.0,10
2213.0,65935,163.37,23
2213.0,67267,70.05,11
2213.0,69331,198.0,24
2213.0,76690,24.5,4
2213.0,76736,272.41,41
2213.0,78551,43.5,7
2213.0,84553,73.5,12
2213.0,86429,119.22,16
2214.0,15979,92.0,17
2214.0,24095,53.9,9
2214.0,27196,227.0,37
2214.0,46870,520.15,84
2214.0,48058,326.3,58
2214.0,49658,168.15,27
2214.0,75956,4841.5,50
2214.0,87599,71.65,12
2236.0,31596,236.14,33
2236.0,36426,44.45,10
2236.0,37530,43.2,8
2236.0,39589,550.98,80
2236.0,41415,42.0,5
2236.0,41824,200.5,32
2236.0,45765,128.0,20
2236.0,46921,127.0,21
2236.0,49010,82.95,14
2236.0,66502,46.0,7
2236.0,67440,140.45000000000002,27
2236.0,73684,73.0,13
2236.0,73951,87.75,15
2236.0,78628,116.4,20
2236.0,83562,115.5,20
2236.0,9177,5035.8899999999985,82
2236.0,93421,5.0,1
2236.0,97791,119.0,18
2249.0,16187,42.5,7
2249.0,23972,57.0,8
2249.0,29842,169.5,31
2249.0,30264,40.0,6
2249.0,40186,283.0,46
2249.0,4051,22.55,6
2249.0,41378,100.65,16
2249.0,47141,34.5,6
2249.0,51428,27.5,5
2249.0,60261,68.5,13
2249.0,62065,151.0,26
2249.0,68780,65.5,11
2249.0,75715,95.5,17
2249.0,77557,5329.0,50
2249.0,85563,99.0,16
2249.0,99715,76.45,8
2258.0,100931,168.5,25
2258.0,12013,165.0,27
2258.0,13072,83.0,13
2258.0,17014,23.5,4
2258.0,20998,141.95,22
2258.0,22642,25.5,5
2258.0,29922,23.5,4
2258.0,31551,51.0,7
2258.0,32227,164.05,33
2258.0,40367,52.0,9
2258.0,40706,98.5,16
2258.0,45943,234.50000000000003,42
2258.0,49888,51.0,8
2258.0,57372,65.5,11
2258.0,67130,201.5,30
2258.0,78893,169.95,29
2258.0,88568,4011.5,35
2258.0,93277,72.0,12
2260.0,25555,133.2,21
2260.0,27903,563.5899999999998,56
2260.0,30934,90.15,15
2260.0,33124,50.0,1
2260.0,4555,499.44,60
2260.0,53146,132.64999999999998,26
2260.0,7167,119.95,22
2260.0,77638,55.0,8
2260.0,82362,239.3,39
2260.0,83989,96.0,17
2260.0,86032,43.0,8
2260.0,88729,5943.759999999998,39
2260.0,89369,149.0,27
2260.0,94089,72.5,12
2260.0,99398,122.5,19
2274.0,100478,146.2,27
2274.0,23849,125.5,17
2274.0,28078,377.86,58
2274.0,33257,166.0,23
2274.0,41969,116.5,21
2274.0,42936,90.75,16
2274.0,44228,136.6,27
2274.0,50152,129.0,20
2274.0,55868,130.75000000000003,25
2274.0,58808,121.5,18
2274.0,67539,305.6,46
2274.0,76410,88.0,16
2274.0,83030,313.55,57
2288.0,33124,50.0,1
2288.0,36540,168.0,28
2288.0,41275,73.5,13
2288.0,46232,88.5,14
2288.0,52731,190.02000000000004,28
2288.0,55586,254.95,41
2288.0,56211,134.5,23
2288.0,56692,462.46,70
2288.0,59680,4888.27,36
2288.0,66041,40.95,8
2288.0,66581,92.0,15
2288.0,73953,159.5,26
2288.0,79390,70.0,11
2288.0,80925,279.66,42
2288.0,81218,176.15,30
2288.0,94164,249.5,26
2294.0,16952,115.5,19
2294.0,18607,121.0,18
2294.0,22275,135.0,22
2294.0,31656,157.5,28
2294.0,4372,42.0,5
2294.0,45582,94.0,15
2294.0,54592,43.3,9
2294.0,5976,67.0,11
2294.0,61767,44.0,8
2294.0,70290,138.25000000000003,27
2294.0,72121,44.5,7
2294.0,79137,139.7,26
2294.0,83869,163.0,25
2294.0,84411,95.0,14
2294.0,84766,35.5,5
2294.0,88964,50.5,9
2294.0,92892,18475.0,12
2306.0,12144,74.0,12
2306.0,34772,55.0,8
2306.0,35332,14.5,3
2306.0,36964,14.5,2
2306.0,40482,6291.17,71
2306.0,42026,122.05,22
2306.0,5289,39.5,7
2306.0,55155,60.5,9
2306.0,56826,97.3,16
2306.0,5896,61.6,12
2306.0,71751,12.0,2
2306.0,72352,343.92,56
2306.0,86358,77.5,14
2308.0,1654,60.22,6
2308.0,18488,53.5,8
2308.0,24618,180.5,31
2308.0,29152,20.0,3
2308.0,30868,36.0,7
2308.0,32391,50.4,9
2308.0,33086,31.0,5
2308.0,33124,50.0,1
2308.0,35250,182.8,25
2308.0,35362,76.0,12
2308.0,36296,141.7,24
2308.0,37526,227.65,36
2308.0,42616,144.4,26
2308.0,45550,120.5,18
2308.0,47902,50.0,8
2308.0,50130,27.5,5
2308.0,53457,33.5,6
2308.0,61005,118.0,20
2308.0,70638,48.5,9
2308.0,70691,17090.0,12
2308.0,78440,113.0,19
2308.0,95044,448.5,77
2308.0,97124,25.0,4
2308.0,97259,78.4,12
2315.0,2286,152.0,25
2315.0,31357,4334.65,57
2315.0,36130,180.0,29
2315.0,48134,369.75,57
2315.0,63527,257.3,45
2315.0,65695,165.0,29
2315.0,68367,305.5,55
2315.0,72945,163.5,25
2315.0,75771,37.0,6
2315.0,96262,165.65,31
2315.0,97657,208.0,26
2331.0,11694,36.11,1
2331.0,19761,117.85,20
2331.0,35572,151.3,20
2331.0,37259,140.0,23
2331.0,45702,82.69999999999997,16
2331.0,49246,211.5,39
2331.0,55238,74.8,14
2331.0,56747,509.45,88
2331.0,61041,14785.0,12
2331.0,73203,211.45,37
2331.0,81404,176.5,30
2331.0,84615,104.0,19
2331.0,8474,118.3,18
2331.0,89470,568.0,96
2331.0,90352,78.8,15
2331.0,99037,201.0,33
2369.0,24815,100.0,17
2369.0,29845,89.0,15
2369.0,37901,109.5,19
2369.0,38232,138.5,24
2369.0,39009,115.0,18
2369.0,48390,184.5,31
2369.0,55739,21.5,4
2369.0,59923,372.2,48
2369.0,69228,103.1,17
2369.0,7318,475.52,54
2369.0,87073,16340.0,12
2387.0,18702,111.4,18
2387.0,29403,268.38,15
2387.0,30204,61.5,9
2387.0,31053,93.0,14
2387.0,31140,361.45,57
2387.0,31468,6.0,1
2387.0,34915,47.0,8
2387.0,43552,156.6,31
2387.0,45079,51.5,9
2387.0,57404,35.5,7
2387.0,60048,61.5,11
2387.0,62727,78.5,12
2387.0,70162,114.5,19
2387.0,79254,113.0,18
2387.0,88494,49.0,9
2387.0,88633,56.0,7
2387.0,88830,3771.4600000000014,54
2387.0,91373,610.5600000000002,75
2387.0,9660,103.0,14
2387.0,98701,76.0,13
2390.0,12984,104.5,17
2390.0,14101,179.0,27
2390.0,20972,2.2,1
2390.0,26695,136.5,24
2390.0,29842,34.5,7
2390.0,30352,79.75,14
2390.0,33124,50.0,1
2390.0,40544,80.55,15
2390.0,42033,65.4,12
2390.0,47832,4355.0,50
2390.0,51428,74.0,13
2390.0,68780,261.5,45
2390.0,7006,223.5,37
2390.0,78652,235.5,40
2390.0,85149,98.0,18
2390.0,85563,182.0,30
2390.0,97770,77.85,14
2430.0,12165,52.0,8
2430.0,17443,13.0,2
2430.0,18219,143.0,23
2430.0,18690,70.0,12
2430.0,19360,126.5,24
2430.0,28682,50.15000000000001,10
2430.0,45553,59.0,10
2430.0,45668,15575.0,12
2430.0,75074,189.0,32
2430.0,82608,51.5,10
2430.0,85072,55.5,10
2430.0,89190,174.4,29
2430.0,91324,52.0,8
2430.0,91503,81.5,14
2440.0,100614,69.0,13
2440.0,100892,60.05,12
2440.0,18369,79.0,11
2440.0,26675,137.55,22
2440.0,29890,214.49,32
2440.0,39057,76.5,11
2440.0,63605,286.9000000000001,52
2440.0,7970,109.5,16
2440.0,89644,171.5,31
2440.0,93665,6526.15,59
2440.0,96902,262.15,45
2446.0,16070,289.5,46
2446.0,20145,69.0,11
2446.0,29908,251.95,43
2446.0,35327,79.0,13
2446.0,44820,205.89,27
2446.0,60422,216.7,35
2446.0,71699,88.35000000000002,18
2446.0,75709,94.6,17
2446.0,80850,2900.0,47
2446.0,82752,134.0,22
2446.0,88704,298.6,50
2446.0,94118,289.0,45
2486.0,15350,43.5,8
2486.0,3048,175.95,28
2486.0,38744,32.0,6
2486.0,42360,76.0,12
2486.0,43463,41.5,6
2486.0,56983,2.65,1
2486.0,65174,44.5,9
2486.0,73190,75.0,12
2486.0,75231,87.35000000000002,15
2486.0,75303,69.0,11
2486.0,79779,106.96,11
2486.0,80808,21.5,4
2486.0,80985,68.5,11
2486.0,82931,119.0,19
2486.0,86229,40.0,7
2486.0,86440,65.5,10
2486.0,99496,17915.0,12
2487.0,1563,120.85,20
2487.0,26808,125.0,19
2487.0,38188,83.0,13
2487.0,5063,62.0,9
2487.0,53534,143.45,26
2487.0,55193,4399.009999999998,61
2487.0,59765,290.65,49
2487.0,73057,77.55,13
2487.0,78326,118.4,20
2487.0,85615,100.5,17
2487.0,88996,79.8,15
2487.0,9691,224.08,35
2493.0,18105,81.0,11
2493.0,28629,54.5,10
2493.0,33124,100.0,2
2493.0,39301,226.3,35
2493.0,54488,272.0,37
2493.0,62909,5499.5,40
2493.0,65884,50.0,7
2493.0,84290,42.5,7
2493.0,8906,97.5,16
2493.0,92498,68.95,12
2493.0,9962,501.95,84
2518.0,13252,165.3,27
2518.0,17691,66.5,10
2518.0,25413,106.9,19
2518.0,25586,71.5,11
2518.0,29164,44.5,7
2518.0,33124,50.0,1
2518.0,36757,171.0,28
2518.0,4371,193.85,30
2518.0,55298,431.0,71
2518.0,55567,102.5,17
2518.0,67138,145.45,25
2518.0,6809,42.5,7
2518.0,75061,5972.05,31
2518.0,76167,236.4,44
2518.0,78790,66.05,11
2518.0,92346,189.65,30
2518.0,93827,82.0,13
2518.0,97895,20.0,3
2518.0,98119,361.5,57
2528.0,12774,118.0,17
2528.0,2771,111.5,19
2528.0,32997,107.5,17
2528.0,36119,57.0,11
2528.0,36353,457.09,38
2528.0,43637,63.9,12
2528.0,47738,122.5,19
2528.0,62615,81.0,13
2528.0,66261,408.19999999999993,42
2528.0,76957,438.7600000000001,29
2528.0,81918,42.5,8
2528.0,95007,18565.0,12
2538.0,12971,84.65,13
2538.0,13624,42.0,6
2538.0,2018,20.0,4
2538.0,27867,132.35000000000002,24
2538.0,31229,36.0,6
2538.0,31911,35.0,7
2538.0,34097,55.0,9
2538.0,38480,78.0,15
2538.0,42444,10597.0,38
2538.0,45208,69.0,13
2538.0,65128,42.0,8
2538.0,9076,215.5,37
2538.0,93407,154.5,29
2538.0,96861,48.5,7
2574.0,13773,23.5,4
2574.0,13993,99.0,19
2574.0,40636,4.9,2
2574.0,41936,117.5,16
2574.0,58105,90.5,13
2574.0,73031,53.0,9
2574.0,74381,133.15,21
2574.0,78876,30.5,6
2574.0,90315,662.8499999999998,112
2574.0,94780,81.0,14
