to_randomly_generated_account,frequency,monetary,recency
15892,10,55.5,0.0
15896,18,102.95,0.0
15897,25,159.0,2.0
15898,11,61.15,7.0
15900,33,192.5,1.0
15901,9,49.5,1.0
15908,32,215.83,2.0
15911,13,68.85,0.0
15912,12,72.5,0.0
15922,21,112.7,0.0
15929,15,93.88,1.0
15932,16,90.0,0.0
15935,22,952.85,5.0
15938,14,2061.0,7.0
15940,19,128.0,5.0
15944,21,116.75,1.0
15952,7,41.0,0.0
15954,26,996.25,1.0
15959,19,1273.0,6.0
1596,13,85.5,14.0
15960,19,107.45,0.0
15961,19,130.5,0.0
15964,17,100.0,8.0
15969,14,83.0,5.0
15973,26,687.01,1.0
15975,22,109.45,0.0
15976,26,168.0,0.0
15979,8,48.5,2.0
1598,15,97.95,7.0
15994,11,71.0,0.0
15998,5,50.43,7.0
16004,17,1094.56,1.0
16005,6,35.0,0.0
16006,18,1040.5,2.0
16007,6,36.5,0.0
16014,13,532.4,3.0
16015,14,84.0,0.0
16016,18,117.5,5.0
16019,14,97.0,0.0
16020,19,109.55,3.0
16029,20,1019.5,0.0
16034,16,97.07000000000001,1.0
16045,31,176.45,0.0
16056,18,112.0,9.0
16066,27,153.0,6.0
1607,16,78.5,0.0
16070,13,90.0,5.0
1609,37,1622.2,5.0
16105,21,123.9,7.0
16108,27,162.0,0.0
16128,20,1091.0,1.0
16133,22,1119.3,1.0
16141,14,73.2,5.0
1615,17,838.34,1.0
16155,11,61.2,7.0
1618,20,113.7,0.0
16183,14,82.5,0.0
16187,12,79.0,5.0
16192,14,79.5,0.0
16209,26,162.0,0.0
1621,17,95.5,5.0
16210,8,44.5,0.0
16211,9,49.65,0.0
16213,31,24583.5,3.0
16216,21,971.4,0.0
16218,27,1733.95,0.0
1622,27,169.0,3.0
1623,16,1041.77,2.0
16234,26,141.55,0.0
16246,51,2212.78,0.0
16247,10,72.9,0.0
16249,10,56.6,1.0
16257,20,115.0,5.0
16264,21,113.0,13.0
16265,9,67.5,0.0
16272,19,1082.79,0.0
16274,15,94.5,0.0
16275,8,52.0,0.0
16287,9,49.5,17.0
16291,21,133.4,0.0
16299,26,151.3,4.0
1630,23,240.3,1.0
16302,14,81.8,7.0
16306,21,143.5,0.0
16308,22,869.0,0.0
1631,9,42.4,3.0
16318,8,41.95,23.0
16329,24,133.5,0.0
16334,16,90.5,1.0
16338,10,63.0,1.0
16339,13,82.0,0.0
1634,15,109.0,6.0
16341,4,55.36,1.0
16348,24,145.0,0.0
16354,26,160.2,3.0
16357,16,106.5,0.0
16365,11,65.0,4.0
16366,9,52.0,0.0
16367,22,176.12,6.0
1639,18,104.5,7.0
16392,13,77.5,6.0
16401,19,2519.0,0.0
16406,19,117.0,1.0
16414,24,144.5,0.0
16419,30,185.75,0.0
1642,8,37.7,2.0
16425,27,164.5,0.0
16429,28,206.5,1.0
1644,36,261.43,0.0
16444,26,3359.0,2.0
16453,34,218.19,1.0
16464,18,98.7,2.0
16468,18,168.34,0.0
16469,19,103.4,0.0
16475,8,52.0,8.0
16482,30,180.5,0.0
16490,18,146.25,0.0
16491,15,87.65,4.0
16499,25,141.5,0.0
16503,13,100.5,7.0
16506,29,2064.3,0.0
16509,7,55.5,6.0
16510,16,95.65,4.0
16523,10,119.72999999999999,0.0
16524,15,91.0,6.0
16532,18,125.5,0.0
16539,18,95.45,1.0
1654,13,95.43,5.0
16544,4,36.0,21.0
16546,27,163.0,0.0
16570,19,109.84,1.0
16584,19,122.0,2.0
16588,18,105.4,0.0
16594,16,87.95,5.0
16595,6,45.5,20.0
16601,13,75.0,6.0
1661,16,94.5,0.0
16610,12,81.5,0.0
16614,9,59.66,0.0
16615,8,55.5,5.0
16616,21,154.78,2.0
16625,16,74.75,6.0
16634,14,82.5,0.0
16638,19,114.0,5.0
16647,24,147.0,4.0
16649,24,168.28,4.0
16652,23,128.5,0.0
16658,11,94.78,0.0
16670,27,173.5,0.0
16689,18,107.5,0.0
16698,12,373.61999999999995,5.0
1670,17,115.82000000000001,0.0
16701,23,130.5,5.0
16704,15,102.91,6.0
16706,24,1011.66,1.0
16709,14,77.4,5.0
16710,26,743.75,5.0
16715,12,82.5,0.0
16724,23,139.86,5.0
16726,25,158.0,1.0
1673,11,88.42,2.0
16731,26,173.25,0.0
16739,18,101.35,0.0
16742,13,1560.0,5.0
16744,24,155.5,0.0
1675,7,313.33,10.0
16751,21,123.3,12.0
16753,23,138.35,0.0
16779,17,106.05,1.0
16783,24,1617.0,4.0
16784,21,110.5,0.0
16798,20,593.8,0.0
16801,17,88.25,1.0
16802,9,75.43,6.0
16803,27,154.15,3.0
16804,26,157.5,2.0
16817,17,110.5,7.0
16826,21,134.48,0.0
16830,19,122.0,0.0
16832,14,79.65,5.0
16834,18,105.5,0.0
16836,21,129.5,5.0
16843,20,111.05,3.0
16859,14,69.85,4.0
16870,20,107.5,0.0
16875,22,1477.45,5.0
16882,9,56.0,0.0
1689,22,1214.37,1.0
16902,17,115.55,4.0
16907,11,57.5,1.0
16913,18,103.1,2.0
16914,12,72.0,0.0
16917,28,174.5,0.0
16918,15,81.9,1.0
16928,18,121.5,3.0
16941,9,52.5,4.0
16944,14,105.74,0.0
16948,33,27043.0,1.0
16952,5,27.0,9.0
16954,22,145.76,0.0
16958,18,516.95,0.0
16963,11,66.5,1.0
1697,34,225.02,6.0
16972,12,71.15,1.0
16977,14,83.5,0.0
1698,15,146.72,12.0
16986,19,108.5,6.0
16993,25,156.44,0.0
16997,1,6.5,
17004,13,82.4,6.0
17014,15,101.52,3.0
17016,8,109.4,6.0
17021,22,128.0,0.0
17022,18,1438.66,0.0
17024,11,58.5,0.0
17025,24,138.0,0.0
17027,2,9.0,0.0
1703,26,197.82,0.0
17034,25,147.4,0.0
17039,31,180.0,0.0
17041,7,43.5,0.0
17048,8,44.0,6.0
17052,7,41.0,5.0
17056,42,1479.5,0.0
17057,19,799.0,1.0
17058,6,39.94,1.0
17081,7,535.5,0.0
17087,16,91.5,0.0
17089,22,2022.16,5.0
17097,28,194.5,0.0
17098,9,85.21000000000001,5.0
17101,24,118.45,4.0
17108,34,1817.5,0.0
17117,29,152.15,1.0
17127,23,136.0,5.0
17128,25,928.25,0.0
17130,13,81.0,0.0
17137,14,82.95,2.0
17140,8,46.0,6.0
17143,15,89.0,0.0
1715,12,70.55,1.0
17151,17,416.5,1.0
17152,14,68.95,1.0
17155,24,136.0,0.0
17158,28,173.5,3.0
17161,21,139.51,0.0
17163,13,82.5,1.0
17169,17,96.0,0.0
1717,13,892.9200000000001,4.0
1718,25,152.0,5.0
17181,14,78.5,5.0
17185,34,217.82,0.0
17191,19,125.15,7.0
17195,32,211.23,5.0
17196,14,83.5,0.0
17210,28,264.76,0.0
17213,8,43.0,0.0
17224,35,2317.0299999999997,5.0
17225,39,1032.3600000000001,0.0
17228,16,101.3,5.0
17231,22,134.95,2.0
17243,18,105.7,2.0
1725,13,64.4,1.0
17256,14,67.75,3.0
17259,19,2025.5,1.0
17267,5,30.5,0.0
17276,16,95.5,12.0
17287,23,132.05,0.0
17291,16,1386.65,2.0
17294,15,1517.7,1.0
1730,14,70.45,1.0
17300,17,96.5,1.0
17307,11,54.2,6.0
1731,4,23.0,0.0
17310,32,252.47,0.0
17311,28,1387.65,0.0
17316,21,121.0,0.0
17323,8,47.0,9.0
17328,24,153.7,5.0
17353,13,71.5,0.0
1736,14,79.0,2.0
17360,15,85.2,0.0
17377,24,139.25,0.0
17379,23,1928.2,0.0
17382,22,129.75,0.0
17383,30,239.89000000000001,0.0
17397,22,184.42000000000002,0.0
17398,43,1853.85,0.0
17401,13,75.5,0.0
17411,24,126.5,3.0
17413,20,111.35,4.0
17419,25,2632.95,0.0
17424,6,34.1,6.0
17427,18,114.5,5.0
17434,13,69.55,3.0
17443,33,1507.79,1.0
17467,14,96.0,2.0
17469,13,79.0,0.0
17479,22,743.5,0.0
17480,13,78.0,4.0
17484,6,29.1,0.0
17487,5,32.15,17.0
17526,20,104.0,0.0
17527,20,121.75,5.0
17528,8,43.5,14.0
17539,14,82.0,1.0
1754,23,144.17000000000002,5.0
17545,15,72.25,6.0
17547,29,978.66,0.0
17548,26,240.22,0.0
17552,18,125.5,0.0
17555,36,713.53,1.0
17569,15,132.29,2.0
1757,7,39.5,9.0
17573,28,149.25,3.0
17575,26,761.45,5.0
17580,37,242.58,0.0
17582,21,148.21,1.0
17602,15,1026.5,2.0
17608,32,188.2,4.0
17613,17,604.0,5.0
17622,37,211.8,3.0
17624,22,139.2,5.0
17625,19,882.74,0.0
17643,15,84.5,0.0
17646,23,808.0,1.0
17647,26,165.25,0.0
17662,5,27.6,20.0
17664,10,64.5,0.0
17665,35,225.0,0.0
17669,23,141.5,0.0
17670,14,106.94,6.0
17673,10,999.5799999999999,0.0
17679,12,75.5,6.0
17682,6,38.05,7.0
17691,20,115.0,5.0
1770,19,1038.69,0.0
17707,27,150.95,0.0
1771,30,238.95,8.0
17717,17,160.92,0.0
17723,15,82.75,5.0
17726,33,185.25,0.0
17729,13,94.92,2.0
17730,14,87.05,0.0
17735,22,149.5,2.0
17741,17,108.65,0.0
17744,29,179.5,5.0
17750,24,589.05,5.0
17756,27,850.72,1.0
17758,21,139.5,1.0
17761,10,57.0,3.0
17763,15,108.78999999999999,2.0
17765,17,91.5,0.0
17769,38,31330.7,0.0
1777,20,124.0,0.0
17773,9,66.0,7.0
17781,22,115.9,0.0
17788,23,149.7,3.0
17794,6,39.0,4.0
17800,19,1353.15,2.0
17813,15,2420.25,0.0
17827,19,651.0,1.0
17830,27,153.5,0.0
17836,26,217.84,0.0
1784,14,89.5,12.0
17843,19,132.3,2.0
17844,11,80.0,5.0
17852,49,43574.0,0.0
17857,35,249.38,0.0
1786,11,58.4,2.0
17884,11,61.9,5.0
17897,31,188.2,4.0
17905,13,76.4,1.0
17919,9,45.5,0.0
17920,29,172.5,5.0
17929,28,172.4,0.0
1793,18,95.35,0.0
17938,17,100.0,6.0
17943,12,88.0,0.0
17944,14,72.65,0.0
17946,14,76.9,0.0
17947,14,78.91,2.0
17966,29,182.0,4.0
17975,31,195.82,4.0
17977,25,135.45,2.0
17980,20,106.0,2.0
1799,47,31005.0,1.0
1800,13,71.0,8.0
18013,45,1377.06,0.0
18015,19,116.5,3.0
18035,17,92.85,0.0
18041,17,97.5,2.0
18057,26,180.25,0.0
18058,10,425.8,6.0
1806,15,896.95,2.0
18061,21,118.5,5.0
18075,28,171.0,5.0
1808,15,75.7,3.0
18104,15,87.5,0.0
18105,22,120.5,0.0
18107,13,81.5,0.0
18114,13,71.5,3.0
18116,16,100.5,1.0
1812,26,1940.75,0.0
18120,22,125.5,5.0
18124,24,157.0,6.0
1813,17,108.9,1.0
18134,14,66.35,8.0
18142,8,461.75,6.0
1815,11,63.0,0.0
18153,9,53.5,0.0
18161,13,82.0,2.0
18164,19,110.25,3.0
18168,12,74.5,7.0
18173,12,104.07,0.0
18179,10,58.5,14.0
18195,16,93.0,1.0
18197,17,111.0,1.0
18199,19,102.94,2.0
18208,18,1392.6200000000001,0.0
18213,37,292.63,1.0
18219,11,63.25,2.0
18228,12,76.0,4.0
1823,42,3777.7200000000003,0.0
1824,17,113.5,1.0
18252,18,108.0,0.0
18264,22,130.5,0.0
1827,36,254.76,0.0
18275,11,76.5,0.0
1828,19,115.0,0.0
18289,13,101.5,5.0
18316,28,2113.4,0.0
18328,15,3135.45,2.0
1833,18,816.5,6.0
1835,14,90.15,1.0
18351,7,38.95,4.0
18353,13,73.15,0.0
18358,23,131.5,6.0
18364,12,81.5,0.0
18365,13,71.5,5.0
18369,17,95.95,1.0
18371,11,65.0,5.0
1838,14,87.5,5.0
18391,11,65.0,7.0
18399,11,72.0,11.0
18402,32,1486.5,3.0
18405,17,88.4,5.0
18410,22,479.65,0.0
18430,17,98.5,1.0
18438,20,117.0,3.0
18454,15,92.0,0.0
1847,23,151.75,6.0
18472,18,1415.95,1.0
18473,12,78.5,0.0
18484,12,66.0,0.0
18488,24,1028.0,0.0
18495,22,182.78,1.0
18517,34,212.55,4.0
18520,31,1062.5,0.0
18528,23,134.05,0.0
18538,24,294.2,1.0
18544,18,114.0,0.0
18545,14,94.8,1.0
18555,21,111.15,7.0
18565,27,169.0,0.0
18580,33,1155.35,0.0
18591,29,1484.0,5.0
18595,32,1602.68,5.0
18602,10,54.9,3.0
18604,18,98.05,3.0
18607,16,97.0,0.0
18611,13,69.1,1.0
18612,10,42.65,6.0
18613,34,3630.5,0.0
18630,32,189.0,0.0
18634,12,65.5,1.0
18640,27,1084.85,2.0
18648,15,1279.5,10.0
18654,20,129.4,3.0
18666,17,95.6,1.0
18669,18,1095.2,0.0
18677,10,70.0,1.0
18681,20,124.0,5.0
18682,31,207.35,0.0
18690,15,481.32,1.0
18702,13,86.0,2.0
18715,21,600.14,4.0
18724,16,98.5,1.0
18732,10,70.0,2.0
18742,13,73.75,2.0
18754,24,131.2,1.0
18758,23,165.68,1.0
18761,14,71.15,8.0
18766,13,86.2,4.0
1878,18,98.5,7.0
18786,19,128.15,0.0
18788,29,169.0,0.0
18793,8,65.34,0.0
18800,15,87.5,5.0
18827,29,187.5,6.0
18834,16,98.0,7.0
18836,25,159.95,0.0
18840,21,151.58,0.0
18852,28,139.8,2.0
18857,18,432.0,0.0
18858,4,21.0,22.0
18860,21,1215.55,2.0
18865,24,146.15,2.0
18881,24,143.95,0.0
18882,8,53.0,5.0
18884,31,199.9,0.0
18894,22,110.9,5.0
18898,25,153.89,3.0
18900,14,83.0,0.0
18909,19,118.0,3.0
18919,13,65.65,4.0
18928,34,3384.2,2.0
18929,12,688.0,7.0
18944,27,1630.8,0.0
18945,21,1412.0,2.0
18953,37,224.7,1.0
18976,19,110.5,0.0
18981,20,152.66,0.0
18986,21,924.05,1.0
18993,29,219.22,0.0
19001,16,122.28,5.0
19005,7,36.4,19.0
19009,9,56.5,8.0
19014,11,62.0,0.0
19015,14,87.74,0.0
19021,29,162.45,0.0
19023,19,101.0,5.0
19027,25,144.65,0.0
19036,11,70.5,0.0
19043,24,701.0,0.0
19053,26,1382.4,0.0
19071,22,127.0,0.0
19079,21,138.8,0.0
1908,8,47.5,0.0
19086,26,152.55,2.0
19092,14,113.37,0.0
19093,4,61.0,32.0
19096,23,131.0,0.0
19097,12,67.2,3.0
1910,8,49.45,10.0
19118,21,116.7,5.0
19120,14,88.5,2.0
19124,14,76.0,5.0
19131,2,11.5,16.0
19143,4,21.5,14.0
19146,26,147.5,6.0
19147,16,90.5,0.0
19158,18,99.75,5.0
19160,4,28.0,0.0
19161,18,145.77,6.0
19175,22,123.55,1.0
19176,32,1369.5,3.0
19183,25,142.0,5.0
19185,19,120.0,5.0
19195,21,116.75,3.0
19206,9,341.17,0.0
19207,13,75.15,0.0
19208,12,80.0,4.0
19212,23,129.0,5.0
19214,23,125.65,0.0
19221,33,209.5,0.0
19236,10,65.0,5.0
19245,25,158.2,0.0
19255,24,1243.2,0.0
19268,36,227.0,0.0
19279,17,94.5,5.0
19302,14,97.0,2.0
19303,16,96.65,6.0
19305,33,238.0,6.0
1931,7,66.09,6.0
19316,19,112.25,0.0
19322,39,2580.7,0.0
19325,18,95.65,0.0
19327,35,279.6,5.0
19328,33,192.0,2.0
19335,17,103.0,0.0
19345,26,138.0,4.0
19360,25,1496.7,3.0
19369,29,166.5,2.0
19370,23,142.0,0.0
19371,6,39.0,1.0
19388,16,1014.45,1.0
19399,11,78.91,0.0
19407,13,79.6,7.0
1941,5,33.0,0.0
19413,13,84.5,6.0
19425,38,1507.8899999999999,0.0
19426,32,195.55,1.0
19429,31,168.05,5.0
19441,24,1362.98,0.0
19446,14,101.5,7.0
19463,26,158.0,5.0
19481,2,9.0,0.0
19486,18,107.0,8.0
19489,21,119.13,5.0
19491,12,63.0,5.0
19519,21,124.0,5.0
19525,26,1129.45,0.0
19533,26,875.8,5.0
19544,16,118.5,3.0
19545,25,140.45,0.0
19553,15,91.0,3.0
19561,32,211.09,0.0
19566,19,142.76,7.0
19570,21,115.45,2.0
19572,8,45.5,11.0
19578,20,163.76,0.0
19580,19,107.0,4.0
19589,11,65.0,5.0
19596,9,65.4,18.0
19608,16,89.0,0.0
19613,8,42.5,13.0
19633,11,68.7,4.0
19636,22,128.05,2.0
19641,8,45.5,6.0
19647,9,51.5,7.0
19668,24,153.0,0.0
19672,18,122.5,0.0
19673,28,1799.78,4.0
19676,9,49.45,5.0
19680,16,101.0,13.0
19739,29,651.68,0.0
19744,20,142.0,1.0
19757,12,94.0,6.0
19758,4,19.45,6.0
19761,27,520.4,3.0
19767,10,62.0,1.0
19785,27,156.9,0.0
19791,9,47.1,11.0
1980,28,182.5,6.0
19800,15,81.15,1.0
19806,33,3010.9,0.0
19810,7,38.5,0.0
19816,14,98.0,0.0
19818,19,129.5,0.0
19820,22,1512.0,3.0
19841,30,157.2,0.0
19847,43,2289.31,2.0
19878,16,83.5,0.0
19883,5,24.05,2.0
19884,13,70.95,2.0
19885,24,971.25,0.0
1990,18,137.78,5.0
19900,10,89.83,5.0
19903,26,177.0,1.0
19907,26,8400.25,2.0
19910,35,208.3,2.0
19927,7,34.5,2.0
19928,21,682.1,0.0
1993,19,1024.0,0.0
19932,16,85.5,5.0
19933,6,34.5,0.0
19936,14,77.15,7.0
19944,19,132.5,7.0
19947,14,106.6,1.0
19949,13,659.77,7.0
19950,21,1337.56,0.0
19952,24,3369.9800000000005,0.0
19954,36,1455.5,0.0
19959,23,147.78,3.0
19990,15,100.0,0.0
19993,24,124.4,1.0
20003,2,7.8,24.0
20004,6,46.0,0.0
20005,18,96.3,0.0
20011,16,118.5,0.0
20017,34,1064.8899999999999,1.0
20025,13,72.55,8.0
20029,13,114.45,1.0
2004,18,103.0,0.0
2005,20,696.0,0.0
20050,4,30.0,4.0
20063,14,89.0,0.0
20076,35,205.45,0.0
20083,25,132.35,0.0
20089,22,169.2,0.0
20099,22,139.5,0.0
20100,23,112.65,0.0
2012,16,1060.25,0.0
20130,16,185.2,4.0
20133,9,54.0,0.0
20142,6,42.25,6.0
20145,17,110.9,0.0
20147,23,129.15,2.0
20148,26,170.5,0.0
20153,35,995.13,3.0
20164,17,569.5,0.0
20169,24,135.1,1.0
20179,38,731.5,1.0
2018,15,94.15,0.0
20184,14,71.9,4.0
20186,18,100.3,3.0
20189,8,44.0,1.0
2019,10,489.83,0.0
20191,13,89.45,5.0
20197,26,1389.58,0.0
20207,24,159.5,5.0
20210,7,39.4,4.0
20237,11,396.85,1.0
20251,20,633.0,7.0
20252,5,29.0,4.0
20253,11,71.8,2.0
20266,20,122.0,0.0
2029,6,31.0,0.0
2030,9,56.5,3.0
20304,22,109.7,0.0
20317,7,34.95,4.0
20319,14,88.65,5.0
20330,28,3296.69,1.0
20339,12,60.5,7.0
20345,22,130.0,2.0
2035,16,913.4,0.0
20365,33,219.51,0.0
20381,16,121.47,6.0
20383,24,161.0,5.0
20388,8,49.75,5.0
20405,17,117.0,2.0
20411,18,96.9,2.0
20424,31,182.15,0.0
20431,25,179.41,0.0
20434,20,115.03,5.0
20435,18,96.95,3.0
2044,23,140.55,7.0
20441,20,100.1,2.0
20449,7,41.5,0.0
2046,26,132.4,3.0
20479,17,86.9,0.0
20486,15,82.0,4.0
20499,21,136.55,3.0
20500,6,33.5,6.0
20502,6,35.5,6.0
20505,18,98.35,1.0
20510,8,40.0,0.0
20514,14,84.5,0.0
20562,7,50.5,0.0
20568,35,255.02,0.0
20572,30,188.0,0.0
20575,26,155.78,0.0
20576,6,40.5,1.0
20577,14,78.75,6.0
20595,19,106.5,0.0
20597,28,164.5,1.0
20599,18,619.0,1.0
20604,8,45.0,6.0
20610,15,3083.0,0.0
2062,9,51.5,6.0
20622,14,86.5,0.0
20639,24,129.05,1.0
20641,17,115.24,1.0
20649,20,122.65,0.0
20652,31,195.7,3.0
20661,23,140.5,0.0
20669,9,47.9,12.0
2069,22,134.5,6.0
2071,30,1231.85,0.0
20710,21,1159.4,5.0
20717,22,209.02,3.0
2072,11,71.0,12.0
20724,17,1129.15,1.0
20725,17,106.0,2.0
20726,39,1750.32,0.0
20729,28,167.4,5.0
20746,9,60.0,8.0
20750,9,48.45,5.0
20755,15,86.4,1.0
20756,10,68.63,1.0
20757,3,17.5,6.0
2076,19,427.09999999999997,0.0
20764,19,102.25,2.0
20765,21,123.1,0.0
20769,12,73.0,1.0
20770,18,107.5,0.0
20772,21,110.4,2.0
20785,16,93.0,0.0
20786,25,167.78,1.0
20790,25,183.68,0.0
20791,12,62.15,0.0
20792,27,1116.0,0.0
20801,24,135.15,1.0
20804,10,96.55,5.0
20815,2,785.5,4.0
20818,17,1085.3,0.0
20823,14,90.5,6.0
20827,21,129.2,0.0
20833,16,99.0,5.0
20840,24,163.5,5.0
20841,16,113.94,0.0
20847,10,1671.0,0.0
20855,17,108.5,0.0
20863,18,102.25,1.0
20877,12,70.0,0.0
20883,11,64.45,0.0
2090,17,106.5,3.0
2091,21,140.49,0.0
20911,40,254.5,0.0
20912,14,78.05,1.0
20916,13,100.05,5.0
20921,34,179.4,0.0
20923,11,224.12,5.0
20945,3,20.0,14.0
20952,11,52.15,5.0
20955,26,145.0,5.0
20957,18,815.22,2.0
20961,24,135.45,4.0
20962,26,177.92000000000002,0.0
20963,13,700.7900000000001,8.0
20965,10,47.1,0.0
20966,21,165.0,5.0
2097,11,69.0,0.0
20971,21,120.0,2.0
20972,9,145.17000000000002,0.0
20973,19,138.94,0.0
20980,11,74.0,0.0
20981,12,73.3,0.0
20984,28,199.18,0.0
20998,23,146.0,13.0
2100,10,50.25,0.0
21000,8,45.0,1.0
21006,20,550.4,0.0
21007,19,105.25,0.0
21013,21,134.9,3.0
21015,19,1404.5,0.0
21016,14,79.5,3.0
21021,13,76.5,0.0
21025,23,1020.5,4.0
21061,25,154.62,0.0
21066,32,4171.95,0.0
21075,30,157.85,6.0
2108,10,59.5,0.0
21087,35,1028.0,2.0
21088,26,155.45,0.0
21092,18,102.0,0.0
21101,16,908.01,3.0
21112,15,94.5,1.0
2112,13,80.35,10.0
21142,5,25.5,0.0
21147,17,111.5,4.0
21152,31,1399.71,0.0
21153,9,61.0,7.0
21159,14,73.75,0.0
2116,24,158.75,0.0
21163,29,193.5,0.0
21164,22,164.36,0.0
21174,15,758.5,7.0
21177,13,76.5,3.0
21185,33,213.0,0.0
2119,34,1021.08,0.0
21201,22,131.0,0.0
21206,12,64.0,6.0
21216,14,83.45,6.0
21219,23,1139.23,0.0
2122,17,98.5,3.0
21222,21,105.35,7.0
21230,20,122.25,0.0
21237,9,51.0,5.0
21243,28,188.85,0.0
21244,19,105.45,0.0
21248,21,151.68,4.0
21256,23,132.0,0.0
2126,12,78.2,0.0
21274,16,90.5,1.0
21278,8,72.19,1.0
21299,20,119.0,0.0
21307,25,138.7,5.0
21321,18,98.3,1.0
21327,18,125.0,8.0
21343,26,150.5,1.0
21353,6,35.0,7.0
21364,18,102.6,12.0
21367,9,572.33,19.0
21368,18,96.25,1.0
2137,17,100.85,1.0
21370,18,113.0,0.0
21373,21,136.7,0.0
21378,30,166.25,0.0
21382,10,1042.95,1.0
21385,18,107.15,2.0
21388,11,55.55,5.0
21389,14,1327.49,0.0
21398,20,1663.5,0.0
21404,5,34.0,7.0
21412,4,18.0,0.0
2142,10,58.15,9.0
21435,15,87.75,6.0
21444,22,985.35,0.0
21464,10,40.05,8.0
21476,18,101.6,0.0
21495,27,1558.06,0.0
21496,12,66.15,7.0
21507,19,114.1,0.0
21515,17,103.0,0.0
2152,16,103.05,6.0
21526,10,326.5,0.0
21531,14,90.5,0.0
21532,17,94.25,0.0
21555,16,105.5,0.0
21563,28,152.85,4.0
21568,8,46.0,0.0
21573,12,68.5,7.0
21575,22,130.5,3.0
21583,14,73.9,7.0
21586,19,104.07,5.0
21593,20,117.71,7.0
21594,7,47.5,8.0
21596,28,1324.72,1.0
21603,19,112.5,5.0
21618,16,1067.65,1.0
21631,24,150.95,0.0
21632,23,174.5,0.0
21643,7,35.5,7.0
21647,8,37.35,2.0
21652,7,44.65,7.0
21655,27,142.8,0.0
21657,8,1575.5,0.0
21667,21,124.15,0.0
21686,14,82.45,17.0
2171,21,889.5,2.0
21718,10,98.08,0.0
21724,24,141.5,0.0
21725,12,79.5,5.0
21727,16,1377.55,0.0
2173,12,67.0,0.0
21733,12,68.45,0.0
21734,12,66.5,0.0
2174,13,951.45,0.0
21753,19,105.25,0.0
21772,16,109.5,5.0
21775,28,183.0,0.0
2178,12,69.3,2.0
21781,18,114.5,5.0
21802,20,141.32,0.0
2182,14,76.0,1.0
21822,9,49.5,0.0
21826,22,121.4,1.0
21829,16,89.5,1.0
21832,21,102.65,4.0
21835,13,71.0,12.0
21844,21,799.96,1.0
21859,17,91.6,1.0
21887,18,198.85,1.0
21890,21,146.4,0.0
21920,16,98.5,0.0
21921,14,90.8,1.0
21922,26,145.45,3.0
21928,32,237.9,6.0
21937,23,123.95,2.0
21949,11,998.74,2.0
21960,18,117.5,3.0
21962,11,71.5,0.0
21963,7,43.0,0.0
21979,44,252.7,3.0
21987,10,56.5,2.0
21992,18,106.0,1.0
22009,29,181.0,0.0
22010,23,119.45,0.0
22013,29,175.5,0.0
22016,17,104.0,0.0
22020,17,95.15,0.0
22021,23,238.32999999999998,0.0
22026,21,1835.5,0.0
22033,11,70.87,5.0
22035,15,733.0,0.0
22044,12,64.45,13.0
22046,8,54.0,0.0
22055,5,30.5,9.0
22069,27,259.25,0.0
22071,35,3236.5,4.0
22078,4,21.5,6.0
22085,24,147.0,5.0
22087,26,143.5,2.0
22102,16,138.72,0.0
22106,3,24.5,16.0
2211,19,4627.5,0.0
22113,13,83.97,2.0
22116,24,164.5,1.0
22121,23,123.8,6.0
2213,18,128.32999999999998,3.0
22136,13,68.15,5.0
2214,8,53.5,8.0
22141,20,127.0,5.0
22148,28,171.65,0.0
22149,13,82.0,2.0
22156,12,67.25,0.0
22157,29,170.95,0.0
22158,10,62.0,7.0
22162,30,458.18,0.0
22169,46,306.64,4.0
22179,22,771.66,5.0
22180,15,88.5,0.0
22181,18,956.8,3.0
22188,25,139.2,0.0
22197,11,54.9,5.0
22204,15,95.0,5.0
2221,19,276.5,0.0
22222,22,142.55,1.0
22225,9,43.4,2.0
22228,19,1595.85,2.0
22229,24,256.77,1.0
22237,13,124.09,2.0
22243,17,105.5,7.0
22245,7,1104.34,21.0
22251,8,46.9,2.0
22253,17,110.5,0.0
22254,14,97.53,4.0
22261,16,1341.0,7.0
22266,16,89.5,7.0
22273,17,128.92,0.0
22275,17,100.0,7.0
22276,14,114.65,0.0
22280,4,29.73,4.0
22291,11,77.0,7.0
22296,25,19373.0,0.0
22299,15,79.25,4.0
22305,17,124.12,0.0
2231,18,103.5,0.0
22310,14,96.0,1.0
22314,13,50.65,4.0
22315,24,150.6,1.0
22328,23,434.83,1.0
22336,22,140.05,0.0
22341,20,96.85,5.0
22344,11,56.65,1.0
22345,11,129.84,2.0
22351,12,84.5,0.0
2236,25,154.0,0.0
22362,20,112.5,0.0
22368,17,104.5,0.0
22376,17,168.11,0.0
22382,19,113.34,0.0
22386,37,224.0,0.0
22409,16,94.3,0.0
22418,25,1144.1,0.0
22425,34,181.35,0.0
22428,23,165.89,4.0
22429,33,1244.81,1.0
22432,9,52.0,5.0
22436,34,1416.81,0.0
2244,17,1026.0,0.0
22440,26,167.25,0.0
22467,28,172.5,0.0
22468,18,131.32,0.0
22473,31,169.0,0.0
22482,11,77.0,0.0
22483,11,63.0,5.0
22487,15,96.5,6.0
2249,20,126.0,5.0
22498,18,94.0,0.0
22499,33,1008.05,1.0
22503,4,22.0,2.0
22506,6,36.0,0.0
22520,41,12929.35,0.0
22540,14,84.65,1.0
22549,17,106.5,6.0
