from_totally_fake_account,monetary,frequency,recency,R_score,F_score,M_score,R Compare,F Compare,M Compare,Category
6053.0,18035.36,1606,0,5,5,2,high,high,low,General value customers
6058.0,18593.75,1909,0,5,5,2,high,high,low,General value customers
6059.0,14937.09,1282,0,5,4,1,high,high,low,General value customers
6060.0,28644.010000000002,1120,2,3,3,4,low,low,high,Important customer recall
6094.0,18824.79,1146,0,5,3,2,high,low,low,General development users
6097.0,32676.49,1013,0,5,2,5,high,low,high,Important development customers
6100.0,17377.41,977,0,5,2,2,high,low,low,General development users
6104.0,15993.45,1148,0,5,3,1,high,low,low,General development users
6107.0,29446.74,951,2,3,1,4,low,low,high,Important customer recall
6154.0,22197.17,1868,0,5,5,3,high,high,low,General value customers
6186.0,15154.31,940,0,5,1,1,high,low,low,General development users
6194.0,15679.48,680,3,2,1,1,low,low,low,General recall of customers
6211.0,16257.86,1114,0,5,3,1,high,low,low,General development users
6233.0,19720.6,1798,0,5,5,3,high,high,low,General value customers
6234.0,32079.13,952,0,5,1,5,high,low,high,Important development customers
6246.0,25372.18,1039,0,5,2,4,high,low,high,Important development customers
6286.0,16534.73,829,2,3,1,1,low,low,low,General recall of customers
6289.0,32904.82,1057,0,5,2,5,high,low,high,Important development customers
6293.0,17654.59,960,0,5,2,2,high,low,low,General development users
6295.0,20079.4,1136,0,5,3,3,high,low,low,General development users
6296.0,20416.1,1049,2,3,2,3,low,low,low,General recall of customers
6302.0,17097.96,1259,1,4,4,2,low,high,low,Generally keep customers
6315.0,17599.27,1033,2,3,2,2,low,low,low,General recall of customers
6327.0,15979.9,1115,1,4,3,1,low,low,low,General recall of customers
6339.0,21409.09,1198,0,5,3,3,high,low,low,General development users
6347.0,19067.03,1832,0,5,5,2,high,high,low,General value customers
6360.0,19819.91,1548,0,5,4,3,high,high,low,General value customers
6361.0,14831.43,765,1,4,1,1,low,low,low,General recall of customers
6362.0,16085.38,1084,3,2,2,1,low,low,low,General recall of customers
6406.0,35746.29,1601,0,5,5,5,high,high,high,important value customers
6415.0,18506.16,1129,0,5,3,2,high,low,low,General development users
6431.0,16027.5,1183,0,5,3,1,high,low,low,General development users
6445.0,15507.81,976,1,4,2,1,low,low,low,General recall of customers
6459.0,20040.81,1866,0,5,5,3,high,high,low,General value customers
6468.0,17646.36,1022,0,5,2,2,high,low,low,General development users
6508.0,30812.61,1529,0,5,4,5,high,high,high,important value customers
6517.0,22626.93,1724,0,5,5,3,high,high,low,General value customers
6518.0,29314.21,1658,0,5,5,4,high,high,high,important value customers
6536.0,32099.3,1233,0,5,3,5,high,low,high,Important development customers
6540.0,18940.45,1699,0,5,5,2,high,high,low,General value customers
6545.0,32374.079999999998,1216,0,5,3,5,high,low,high,Important development customers
6563.0,13847.13,1412,0,5,4,1,high,high,low,General value customers
6567.0,24625.67,1316,0,5,4,4,high,high,high,important value customers
6574.0,33718.56,1200,0,5,3,5,high,low,high,Important development customers
6575.0,19167.15,1268,0,5,4,2,high,high,low,General value customers
6589.0,20846.59,966,1,4,2,3,low,low,low,General recall of customers
6616.0,23976.43,1998,0,5,5,4,high,high,high,important value customers
6627.0,14847.99,995,0,5,2,1,high,low,low,General development users
6650.0,23238.899999999998,946,0,5,1,4,high,low,high,Important development customers
6651.0,24192.46,947,0,5,1,4,high,low,high,Important development customers
6653.0,21794.170000000002,1533,0,5,4,3,high,high,low,General value customers
6677.0,20219.99,1555,0,5,4,3,high,high,low,General value customers
6679.0,34786.09,1013,1,4,2,5,low,low,high,Important customer recall
6692.0,20219.29,787,0,5,1,3,high,low,low,General development users
6754.0,25489.34,1037,0,5,2,4,high,low,high,Important development customers
6782.0,18789.4,1472,0,5,4,2,high,high,low,General value customers
6809.0,13820.36,869,0,5,1,1,high,low,low,General development users
6829.0,17737.16,1465,0,5,4,2,high,high,low,General value customers
6842.0,15567.27,1247,0,5,4,1,high,high,low,General value customers
6874.0,22821.48,1083,0,5,2,3,high,low,low,General development users
6889.0,26206.83,941,0,5,1,4,high,low,high,Important development customers
6892.0,32636.68,1478,0,5,4,5,high,high,high,important value customers
6900.0,18184.02,920,0,5,1,2,high,low,low,General development users
6919.0,13254.2,1482,0,5,4,1,high,high,low,General value customers
6920.0,27670.89,807,0,5,1,4,high,low,high,Important development customers
6922.0,15827.35,1049,0,5,2,1,high,low,low,General development users
6924.0,17381.04,1063,1,4,2,2,low,low,low,General recall of customers
6935.0,29401.43,1217,0,5,3,4,high,low,high,Important development customers
6947.0,20765.14,1484,0,5,4,3,high,high,low,General value customers
6957.0,28131.829999999998,1021,0,5,2,4,high,low,high,Important development customers
7002.0,25862.01,1578,0,5,4,4,high,high,high,important value customers
7014.0,26657.14,1852,0,5,5,4,high,high,high,important value customers
7018.0,22191.72,1011,0,5,2,3,high,low,low,General development users
7020.0,26128.85,1794,0,5,5,4,high,high,high,important value customers
7025.0,20169.02,1103,0,5,3,3,high,low,low,General development users
7039.0,34876.15,1276,0,5,4,5,high,high,high,important value customers
7041.0,29925.67,1517,0,5,4,4,high,high,high,important value customers
7058.0,32540.829999999998,2244,0,5,5,5,high,high,high,important value customers
7059.0,31236.54,1527,0,5,4,5,high,high,high,important value customers
7072.0,33895.07,1606,0,5,5,5,high,high,high,important value customers
7073.0,22794.07,1319,0,5,4,3,high,high,low,General value customers
7088.0,22728.77,1708,0,5,5,3,high,high,low,General value customers
7104.0,16653.17,1166,0,5,3,1,high,low,low,General development users
7120.0,20608.75,1493,0,5,4,3,high,high,low,General value customers
7129.0,19648.94,1120,1,4,3,3,low,low,low,General recall of customers
7134.0,22980.21,1411,0,5,4,3,high,high,high,important value customers
7143.0,11603.11,901,0,5,1,1,high,low,low,General development users
7150.0,16688.17,1037,1,4,2,1,low,low,low,General recall of customers
7170.0,18519.29,1213,0,5,3,2,high,low,low,General development users
7192.0,18921.53,1685,0,5,5,2,high,high,low,General value customers
7201.0,16900.11,1110,1,4,3,1,low,low,low,General recall of customers
7214.0,29805.12,943,0,5,1,4,high,low,high,Important development customers
7224.0,20108.23,1029,0,5,2,3,high,low,low,General development users
7234.0,17602.53,1594,0,5,4,2,high,high,low,General value customers
7235.0,26451.54,1667,0,5,5,4,high,high,high,important value customers
7239.0,12585.41,757,0,5,1,1,high,low,low,General development users
7246.0,29101.95,1320,0,5,4,4,high,high,high,important value customers
7248.0,15409.3,1742,0,5,5,1,high,high,low,General value customers
7257.0,29848.16,1323,0,5,4,4,high,high,high,important value customers
7269.0,18840.68,964,0,5,2,2,high,low,low,General development users
7272.0,20318.42,880,0,5,1,3,high,low,low,General development users
7292.0,20080.18,1077,0,5,2,3,high,low,low,General development users
7293.0,13847.66,912,0,5,1,1,high,low,low,General development users
7296.0,13044.27,880,0,5,1,1,high,low,low,General development users
7300.0,22146.93,1552,0,5,4,3,high,high,low,General value customers
7301.0,20828.86,1975,0,5,5,3,high,high,low,General value customers
7310.0,17602.37,1927,0,5,5,2,high,high,low,General value customers
7312.0,18917.63,1220,1,4,3,2,low,low,low,General recall of customers
7317.0,27156.54,908,0,5,1,4,high,low,high,Important development customers
7318.0,23886.55,1066,0,5,2,4,high,low,high,Important development customers
7330.0,24918.36,1930,0,5,5,4,high,high,high,important value customers
7337.0,21095.55,1005,0,5,2,3,high,low,low,General development users
7369.0,22510.37,1292,0,5,4,3,high,high,low,General value customers
7373.0,21917.37,1259,0,5,4,3,high,high,low,General value customers
7389.0,19671.579999999998,1196,1,4,3,3,low,low,low,General recall of customers
7395.0,21478.46,1688,0,5,5,3,high,high,low,General value customers
7396.0,21968.53,1219,0,5,3,3,high,low,low,General development users
7417.0,19785.61,1056,0,5,2,3,high,low,low,General development users
7421.0,18968.57,1109,0,5,3,2,high,low,low,General development users
7446.0,27616.83,1431,0,5,4,4,high,high,high,important value customers
7453.0,34038.85,2007,0,5,5,5,high,high,high,important value customers
7472.0,26411.3,1651,0,5,5,4,high,high,high,important value customers
7475.0,19260.22,1809,0,5,5,2,high,high,low,General value customers
7485.0,31927.2,1470,0,5,4,5,high,high,high,important value customers
7534.0,22002.96,1088,0,5,2,3,high,low,low,General development users
7538.0,24139.18,1345,0,5,4,4,high,high,high,important value customers
7550.0,31450.39,1584,0,5,4,5,high,high,high,important value customers
7572.0,18685.76,1232,0,5,3,2,high,low,low,General development users
7582.0,29969.02,1150,0,5,3,4,high,low,high,Important development customers
7601.0,21052.99,962,0,5,2,3,high,low,low,General development users
7623.0,32990.72,845,0,5,1,5,high,low,high,Important development customers
7637.0,22317.88,914,0,5,1,3,high,low,low,General development users
7659.0,23183.94,1198,0,5,3,4,high,low,high,Important development customers
7664.0,14283.25,1049,1,4,2,1,low,low,low,General recall of customers
7672.0,16384.23,1066,0,5,2,1,high,low,low,General development users
7680.0,17751.88,1127,2,3,3,2,low,low,low,General recall of customers
7686.0,21249.5,755,0,5,1,3,high,low,low,General development users
7690.0,32140.1,1356,0,5,4,5,high,high,high,important value customers
7692.0,17834.6,956,0,5,1,2,high,low,low,General development users
7694.0,33769.06,1551,0,5,4,5,high,high,high,important value customers
7746.0,37103.0,1247,0,5,4,5,high,high,high,important value customers
7783.0,18425.74,991,0,5,2,2,high,low,low,General development users
7791.0,41324.6,1175,3,2,3,5,low,low,high,Important customer recall
7809.0,24995.23,1112,0,5,3,4,high,low,high,Important development customers
7810.0,32807.25,1322,0,5,4,5,high,high,high,important value customers
7831.0,21353.96,1516,0,5,4,3,high,high,low,General value customers
7843.0,18169.5,697,0,5,1,2,high,low,low,General development users
7851.0,19859.21,1843,0,5,5,3,high,high,low,General value customers
7853.0,23083.73,1194,0,5,3,4,high,low,high,Important development customers
7857.0,37254.25,1045,0,5,2,5,high,low,high,Important development customers
7875.0,17327.72,729,2,3,1,2,low,low,low,General recall of customers
7877.0,22014.78,1630,0,5,5,3,high,high,low,General value customers
7909.0,25562.35,918,0,5,1,4,high,low,high,Important development customers
7949.0,31098.9,1107,0,5,3,5,high,low,high,Important development customers
7964.0,19814.11,1832,0,5,5,3,high,high,low,General value customers
7970.0,24381.93,1065,0,5,2,4,high,low,high,Important development customers
7979.0,32201.88,1694,0,5,5,5,high,high,high,important value customers
7984.0,17203.05,1211,0,5,3,2,high,low,low,General development users
8001.0,30229.01,2011,0,5,5,4,high,high,high,important value customers
8024.0,36995.88,1425,0,5,4,5,high,high,high,important value customers
8031.0,13696.16,1000,1,4,2,1,low,low,low,General recall of customers
8058.0,15873.12,1589,0,5,4,1,high,high,low,General value customers
8059.0,23939.42,1431,0,5,4,4,high,high,high,important value customers
8065.0,29700.25,1216,1,4,3,4,low,low,high,Important customer recall
8089.0,20197.91,679,0,5,1,3,high,low,low,General development users
8094.0,18419.41,1381,0,5,4,2,high,high,low,General value customers
8097.0,22151.69,1422,0,5,4,3,high,high,low,General value customers
8109.0,34136.06,711,3,2,1,5,low,low,high,Important customer recall
8135.0,18599.02,867,0,5,1,2,high,low,low,General development users
8143.0,29985.57,1256,0,5,4,4,high,high,high,important value customers
8144.0,17758.15,1151,0,5,3,2,high,low,low,General development users
8164.0,21650.44,1920,0,5,5,3,high,high,low,General value customers
8166.0,28175.32,1087,0,5,2,4,high,low,high,Important development customers
8179.0,11809.09,964,0,5,2,1,high,low,low,General development users
8194.0,22695.2,1246,0,5,4,3,high,low,low,General development users
8197.0,21755.59,1078,1,4,2,3,low,low,low,General recall of customers
8203.0,21565.18,1154,1,4,3,3,low,low,low,General recall of customers
8221.0,15971.3,824,0,5,1,1,high,low,low,General development users
8232.0,19921.99,1379,0,5,4,3,high,high,low,General value customers
8236.0,31015.78,930,3,2,1,5,low,low,high,Important customer recall
8250.0,17951.99,849,2,3,1,2,low,low,low,General recall of customers
8253.0,14970.27,1099,0,5,3,1,high,low,low,General development users
8260.0,32289.67,1065,1,4,2,5,low,low,high,Important customer recall
8266.0,19272.37,815,0,5,1,2,high,low,low,General development users
8267.0,18358.9,1688,0,5,5,2,high,high,low,General value customers
8268.0,13328.53,992,1,4,2,1,low,low,low,General recall of customers
8294.0,29307.5,864,0,5,1,4,high,low,high,Important development customers
8295.0,12730.44,966,0,5,2,1,high,low,low,General development users
8296.0,31623.27,986,1,4,2,5,low,low,high,Important customer recall
8306.0,16909.91,1083,1,4,2,1,low,low,low,General recall of customers
8307.0,22133.16,1060,0,5,2,3,high,low,low,General development users
8327.0,19433.69,1220,0,5,3,2,high,low,low,General development users
8328.0,17611.09,1065,0,5,2,2,high,low,low,General development users
8331.0,33829.36,1678,0,5,5,5,high,high,high,important value customers
8334.0,26045.34,1700,0,5,5,4,high,high,high,important value customers
8377.0,37042.85,2051,0,5,5,5,high,high,high,important value customers
8381.0,17238.35,1092,1,4,3,2,low,low,low,General recall of customers
8386.0,13121.8,939,0,5,1,1,high,low,low,General development users
8387.0,16587.1,1209,0,5,3,1,high,low,low,General development users
8418.0,28443.79,1012,0,5,2,4,high,low,high,Important development customers
8431.0,19442.61,830,0,5,1,2,high,low,low,General development users
8438.0,19549.32,1382,0,5,4,3,high,high,low,General value customers
8472.0,19387.94,1114,0,5,3,2,high,low,low,General development users
8473.0,18827.98,1554,0,5,4,2,high,high,low,General value customers
8474.0,33945.52,1027,0,5,2,5,high,low,high,Important development customers
