from_totally_fake_account,total_transactions,total_amount_spent,transactions_quintile,amount_quintile,transactions_level,amount_level,activity_score
69398.0,1286,33279.37,4,5,High,High,4.6
86272.0,1499,35129.08,4,5,High,High,4.6
79895.0,1392,33074.61,4,5,High,High,4.6
99483.0,1274,31591.43,4,5,High,High,4.6
69523.0,1505,32681.97,4,5,High,High,4.6
52269.0,1351,34117.44,4,5,High,High,4.6
99376.0,1288,36387.07,4,5,High,High,4.6
79829.0,1343,33911.68,4,5,High,High,4.6
58523.0,1272,36024.32,4,5,High,High,4.6
14556.0,1581,32860.86,4,5,High,High,4.6
26278.0,1250,37219.04,4,5,High,High,4.6
10126.0,1431,34285.46,4,5,High,High,4.6
14289.0,1578,31599.76,4,5,High,High,4.6
30125.0,1284,35202.66,4,5,High,High,4.6
11379.0,1392,32048.68,4,5,High,High,4.6
67695.0,1259,32426.41,4,5,High,High,4.6
80884.0,1430,30461.57,4,5,High,High,4.6
57379.0,1513,33812.73,4,5,High,High,4.6
100105.0,1264,34632.68,4,5,High,High,4.6
84658.0,1577,38980.48,4,5,High,High,4.6
100098.0,1518,32997.66,4,5,High,High,4.6
39877.0,1376,33638.34,4,5,High,High,4.6
84702.0,1456,38352.02,4,5,High,High,4.6
39945.0,1448,31750.02,4,5,High,High,4.6
38448.0,1495,37480.51,4,5,High,High,4.6
80638.0,1454,33477.1,4,5,High,High,4.6
39956.0,1399,33136.24,4,5,High,High,4.6
57400.0,1441,33629.57,4,5,High,High,4.6
27145.0,1523,35614.96,4,5,High,High,4.6
40047.0,1466,32162.05,4,5,High,High,4.6
30101.0,1523,34799.83,4,5,High,High,4.6
99952.0,1287,34315.19,4,5,High,High,4.6
85144.0,1377,32944.79,4,5,High,High,4.6
1689.0,1400,32778.18,4,5,High,High,4.6
85247.0,1270,35343.94,4,5,High,High,4.6
11105.0,1564,34351.81,4,5,High,High,4.6
57569.0,1487,39808.38,4,5,High,High,4.6
57655.0,1486,36938.3,4,5,High,High,4.6
80252.0,1281,32845.3,4,5,High,High,4.6
57736.0,1305,33712.05,4,5,High,High,4.6
11012.0,1331,31356.36,4,5,High,High,4.6
26805.0,1258,31090.08,4,5,High,High,4.6
80144.0,1529,31638.23,4,5,High,High,4.6
40131.0,1586,32661.37,4,5,High,High,4.6
89673.0,1264,36759.9,4,5,High,High,4.6
19949.0,1301,31851.77,4,5,High,High,4.6
3575.0,1459,35033.42,4,5,High,High,4.6
75250.0,1592,36253.19,4,5,High,High,4.6
17151.0,1526,38236.46,4,5,High,High,4.6
33991.0,1353,30603.7,4,5,High,High,4.6
63676.0,1278,39700.72,4,5,High,High,4.6
6508.0,1529,30812.61,4,5,High,High,4.6
94441.0,1423,33217.41,4,5,High,High,4.6
92265.0,1269,31603.46,4,5,High,High,4.6
34041.0,1257,32810.41,4,5,High,High,4.6
75170.0,1488,30789.13,4,5,High,High,4.6
94438.0,1369,35652.41,4,5,High,High,4.6
46877.0,1293,33654.48,4,5,High,High,4.6
3465.0,1282,36239.6,4,5,High,High,4.6
17169.0,1322,30711.66,4,5,High,High,4.6
24469.0,1558,34064.01,4,5,High,High,4.6
73474.0,1420,31403.07,4,5,High,High,4.6
94374.0,1437,33798.94,4,5,High,High,4.6
65861.0,1319,32157.0,4,5,High,High,4.6
92488.0,1473,33538.35,4,5,High,High,4.6
73575.0,1580,33662.13,4,5,High,High,4.6
94343.0,1292,34398.81,4,5,High,High,4.6
17225.0,1336,32139.36,4,5,High,High,4.6
96514.0,1432,37597.18,4,5,High,High,4.6
62541.0,1250,31341.01,4,5,High,High,4.6
4148.0,1593,32158.42,4,5,High,High,4.6
94609.0,1431,34369.89,4,5,High,High,4.6
71412.0,1390,31528.05,4,5,High,High,4.6
71928.0,1428,33888.04,4,5,High,High,4.6
92205.0,1282,34094.83,4,5,High,High,4.6
4955.0,1411,32424.85,4,5,High,High,4.6
72182.0,1568,30442.48,4,5,High,High,4.6
18208.0,1556,32496.35,4,5,High,High,4.6
23076.0,1566,31288.62,4,5,High,High,4.6
47203.0,1354,36602.05,4,5,High,High,4.6
91695.0,1252,32492.21,4,5,High,High,4.6
35457.0,1521,35517.12,4,5,High,High,4.6
71201.0,1403,32056.61,4,5,High,High,4.6
94835.0,1553,34004.09,4,5,High,High,4.6
45334.0,1260,32013.03,4,5,High,High,4.6
33803.0,1305,35655.05,4,5,High,High,4.6
62021.0,1575,31759.51,4,5,High,High,4.6
6892.0,1478,32636.68,4,5,High,High,4.6
75603.0,1522,32247.42,4,5,High,High,4.6
33833.0,1486,35274.56,4,5,High,High,4.6
75537.0,1246,36701.6,4,5,Low,High,4.6
92030.0,1469,34890.28,4,5,High,High,4.6
65081.0,1516,36161.18,4,5,High,High,4.6
97640.0,1292,30728.94,4,5,High,High,4.6
92113.0,1278,30628.99,4,5,High,High,4.6
24592.0,1343,32340.41,4,5,High,High,4.6
63715.0,1495,31400.82,4,5,High,High,4.6
5119.0,1378,30524.11,4,5,High,High,4.6
92649.0,1292,30984.57,4,5,High,High,4.6
71556.0,1583,30843.1,4,5,High,High,4.6
61981.0,1304,32381.41,4,5,High,High,4.6
17756.0,1441,34773.89,4,5,High,High,4.6
42858.0,1273,34220.21,4,5,High,High,4.6
62746.0,1367,34212.83,4,5,High,High,4.6
62841.0,1408,31198.44,4,5,High,High,4.6
93333.0,1273,34228.66,4,5,High,High,4.6
34659.0,1498,32809.33,4,5,High,High,4.6
96870.0,1522,34775.82,4,5,High,High,4.6
65757.0,1383,31679.65,4,5,High,High,4.6
93522.0,1302,34578.53,4,5,High,High,4.6
17750.0,1539,31206.57,4,5,High,High,4.6
74265.0,1331,31674.12,4,5,High,High,4.6
94054.0,1267,33353.67,4,5,High,High,4.6
62885.0,1554,33827.22,4,5,High,High,4.6
36440.0,1335,37382.33,4,5,High,High,4.6
93624.0,1287,34537.36,4,5,High,High,4.6
65639.0,1315,32164.04,4,5,High,High,4.6
22871.0,1509,35961.75,4,5,High,High,4.6
63060.0,1362,33183.12,4,5,High,High,4.6
74130.0,1594,34175.99,4,5,High,High,4.6
5501.0,1298,31129.23,4,5,High,High,4.6
45550.0,1365,36420.38,4,5,High,High,4.6
34923.0,1379,34479.87,4,5,High,High,4.6
43109.0,1537,34858.8,4,5,High,High,4.6
45421.0,1558,32280.06,4,5,High,High,4.6
71696.0,1321,37413.21,4,5,High,High,4.6
93228.0,1332,34600.6,4,5,High,High,4.6
46578.0,1536,31411.64,4,5,High,High,4.6
62707.0,1501,35539.32,4,5,High,High,4.6
35242.0,1356,37637.17,4,5,High,High,4.6
73708.0,1506,32609.69,4,5,High,High,4.6
34263.0,1394,32572.19,4,5,High,High,4.6
24254.0,1269,35684.26,4,5,High,High,4.6
97106.0,1259,33900.11,4,5,High,High,4.6
22607.0,1334,34387.12,4,5,High,High,4.6
43249.0,1582,31303.49,4,5,High,High,4.6
43221.0,1555,30447.47,4,5,High,High,4.6
19481.0,1487,32191.19,4,5,High,High,4.6
63273.0,1571,31180.54,4,5,High,High,4.6
34414.0,1322,31553.95,4,5,High,High,4.6
19206.0,1322,31591.52,4,5,High,High,4.6
17379.0,1295,39754.29,4,5,High,High,4.6
44910.0,1304,30852.49,4,5,High,High,4.6
42587.0,1493,37754.46,4,5,High,High,4.6
96975.0,1495,40042.15,4,5,High,High,4.6
34450.0,1446,33099.26,4,5,High,High,4.6
46185.0,1280,33866.69,4,5,High,High,4.6
43194.0,1596,33882.89,4,5,High,High,4.6
92945.0,1290,32944.1,4,5,High,High,4.6
34539.0,1356,33422.24,4,5,High,High,4.6
71647.0,1277,32705.22,4,5,High,High,4.6
73837.0,1462,31551.66,4,5,High,High,4.6
75823.0,1537,32264.74,4,5,High,High,4.6
91748.0,1570,34635.3,4,5,High,High,4.6
7039.0,1276,34876.15,4,5,High,High,4.6
4731.0,1536,30578.3,4,5,High,High,4.6
22299.0,1586,33452.84,4,5,High,High,4.6
4690.0,1353,34624.93,4,5,High,High,4.6
76856.0,1426,33579.57,4,5,High,High,4.6
95314.0,1267,31673.31,4,5,High,High,4.6
33156.0,1293,32349.54,4,5,High,High,4.6
43463.0,1569,32243.72,4,5,High,High,4.6
33266.0,1480,32467.25,4,5,High,High,4.6
47976.0,1373,32986.73,4,5,High,High,4.6
43424.0,1524,35551.15,4,5,High,High,4.6
70985.0,1538,33311.69,4,5,High,High,4.6
7550.0,1584,31450.39,4,5,High,High,4.6
76812.0,1392,31280.76,4,5,High,High,4.6
35691.0,1533,37786.66,4,5,High,High,4.6
35762.0,1257,33958.39,4,5,High,High,4.6
7485.0,1470,31927.2,4,5,High,High,4.6
18928.0,1547,31056.1,4,5,High,High,4.6
37495.0,1292,34651.2,4,5,High,High,4.6
18595.0,1509,37468.8,4,5,High,High,4.6
16401.0,1529,34471.29,4,5,High,High,4.6
18945.0,1252,32770.89,4,5,High,High,4.6
70993.0,1309,34911.06,4,5,High,High,4.6
76760.0,1313,30617.79,4,5,High,High,4.6
90751.0,1318,32592.48,4,5,High,High,4.6
25011.0,1315,33375.89,4,5,High,High,4.6
98135.0,1433,34739.02,4,5,High,High,4.6
35820.0,1361,31156.05,4,5,High,High,4.6
7690.0,1356,32140.1,4,5,High,High,4.6
48195.0,1330,33470.66,4,5,High,High,4.6
23181.0,1556,35087.69,4,5,High,High,4.6
2795.0,1297,36172.51,4,5,High,High,4.6
64800.0,1332,30411.99,4,5,High,High,4.6
60912.0,1345,34665.72,4,5,High,High,4.6
95843.0,1526,30789.82,4,5,High,High,4.6
8024.0,1425,36995.88,4,5,High,High,4.6
41238.0,1595,32107.15,4,5,High,High,4.6
48334.0,1253,31865.42,4,5,High,High,4.6
61086.0,1256,35044.53,4,5,High,High,4.6
89982.0,1319,32682.56,4,5,High,High,4.6
23145.0,1549,34594.59,4,5,High,High,4.6
35940.0,1248,35911.14,4,5,High,High,4.6
2858.0,1295,30834.33,4,5,High,High,4.6
32998.0,1539,35647.55,4,5,High,High,4.6
33015.0,1425,31183.54,4,5,High,High,4.6
43747.0,1514,39660.41,4,5,High,High,4.6
7810.0,1322,32807.25,4,5,High,High,4.6
48238.0,1530,33288.64,4,5,High,High,4.6
95988.0,1469,33385.42,4,5,High,High,4.6
66433.0,1540,36909.47,4,5,High,High,4.6
43792.0,1505,32281.25,4,5,High,High,4.6
7746.0,1247,37103.0,4,5,High,High,4.6
7694.0,1551,33769.06,4,5,High,High,4.6
19785.0,1460,38652.98,4,5,High,High,4.6
96675.0,1291,34483.84,4,5,High,High,4.6
3048.0,1272,35731.58,4,5,High,High,4.6
7059.0,1527,31236.54,4,5,High,High,4.6
66203.0,1390,31858.16,4,5,High,High,4.6
61744.0,1289,34307.64,4,5,High,High,4.6
75904.0,1453,33495.07,4,5,High,High,4.6
35614.0,1482,32213.54,4,5,High,High,4.6
42085.0,1525,36254.54,4,5,High,High,4.6
3241.0,1314,30909.21,4,5,High,High,4.6
4824.0,1518,34096.64,4,5,High,High,4.6
18402.0,1253,33802.03,4,5,High,High,4.6
3237.0,1532,34269.69,4,5,High,High,4.6
73077.0,1300,36997.52,4,5,High,High,4.6
33620.0,1521,38137.14,4,5,High,High,4.6
63967.0,1389,32008.37,4,5,High,High,4.6
47369.0,1567,35896.64,4,5,High,High,4.6
47413.0,1578,31020.2,4,5,High,High,4.6
91468.0,1325,31178.74,4,5,High,High,4.6
4875.0,1321,33462.21,4,5,High,High,4.6
91427.0,1290,32151.89,4,5,High,High,4.6
41560.0,1481,30988.12,4,5,High,High,4.6
33562.0,1544,38759.16,4,5,High,High,4.6
91134.0,1588,33890.99,4,5,High,High,4.6
24848.0,1259,39672.45,4,5,High,High,4.6
94941.0,1312,37711.22,4,5,High,High,4.6
61422.0,1531,40255.88,4,5,High,High,4.6
4313.0,1494,32840.07,4,5,High,High,4.6
18488.0,1545,34124.76,4,5,High,High,4.6
4905.0,1257,34333.72,4,5,High,High,4.6
44269.0,1401,32613.6,4,5,High,High,4.6
97960.0,1469,32490.04,4,5,High,High,4.6
61584.0,1366,34562.93,4,5,High,High,4.6
66113.0,1557,33362.82,4,5,High,High,4.6
65044.0,1260,31390.71,4,5,High,High,4.6
47810.0,1465,33277.77,4,5,High,High,4.6
65012.0,1587,34742.19,4,5,High,High,4.6
55567.0,1600,24509.59,5,4,High,High,4.4
67954.0,1780,26095.1,5,4,High,High,4.4
13100.0,1610,26079.7,5,4,High,High,4.4
82073.0,1735,27660.53,5,4,High,High,4.4
67943.0,2048,29223.4,5,4,High,High,4.4
63867.0,1776,23271.79,5,4,High,High,4.4
72198.0,1812,23177.96,5,4,High,High,4.4
71809.0,1866,25486.11,5,4,High,High,4.4
21321.0,1859,23485.19,5,4,High,High,4.4
13069.0,2337,25669.28,5,4,High,High,4.4
55699.0,1744,24054.62,5,4,High,High,4.4
57372.0,1885,24240.18,5,4,High,High,4.4
18865.0,1948,25554.66,5,4,High,High,4.4
12665.0,1639,29256.95,5,4,High,High,4.4
68833.0,1874,24766.74,5,4,High,High,4.4
63721.0,1647,23171.33,5,4,High,High,4.4
22877.0,1927,24015.89,5,4,High,High,4.4
23718.0,2204,23862.07,5,4,High,High,4.4
82362.0,1703,23186.46,5,4,High,High,4.4
13252.0,2064,26511.29,5,4,High,High,4.4
63605.0,1636,23267.37,5,4,High,High,4.4
27342.0,1901,23631.52,5,4,High,High,4.4
73612.0,1681,29963.0,5,4,High,High,4.4
81493.0,2104,24355.86,5,4,High,High,4.4
81705.0,1666,30170.71,5,4,High,High,4.4
81912.0,1612,23547.12,5,4,High,High,4.4
56074.0,1660,29541.59,5,4,High,High,4.4
71859.0,2208,27039.78,5,4,High,High,4.4
23748.0,1891,27552.42,5,4,High,High,4.4
18634.0,2121,24512.32,5,4,High,High,4.4
65080.0,2131,24854.15,5,4,High,High,4.4
72945.0,1732,23052.36,5,4,High,High,4.4
81784.0,1847,24091.06,5,4,High,High,4.4
21164.0,1600,25782.15,5,4,High,High,4.4
64581.0,2031,23232.09,5,4,High,High,4.4
68829.0,1755,29695.36,5,4,High,High,4.4
63507.0,1687,26988.36,5,4,High,High,4.4
71812.0,1646,26073.72,5,4,High,High,4.4
63909.0,2158,26612.27,5,4,High,High,4.4
19245.0,1787,27544.26,5,4,High,High,4.4
21075.0,1690,23093.37,5,4,High,High,4.4
63284.0,1678,29051.2,5,4,High,High,4.4
77380.0,1876,23532.66,5,4,High,High,4.4
74119.0,1827,26337.56,5,4,High,High,4.4
59444.0,1886,25744.98,5,4,High,High,4.4
76581.0,2077,27565.61,5,4,High,High,4.4
61512.0,1699,24543.59,5,4,High,High,4.4
19758.0,1784,25412.47,5,4,High,High,4.4
24757.0,1710,27550.5,5,4,High,High,4.4
59544.0,1601,26693.5,5,4,High,High,4.4
70154.0,1783,30358.76,5,4,High,High,4.4
16739.0,1737,23447.42,5,4,High,High,4.4
22336.0,1735,26163.61,5,4,High,High,4.4
78360.0,1613,30194.52,5,4,High,High,4.4
59539.0,1783,25388.27,5,4,High,High,4.4
16753.0,1787,24885.09,5,4,High,High,4.4
70152.0,1789,23022.71,5,4,High,High,4.4
24954.0,1870,23185.53,5,4,High,High,4.4
59370.0,1634,27021.47,5,4,High,High,4.4
75862.0,1915,24195.98,5,4,High,High,4.4
16784.0,1821,26458.43,5,4,High,High,4.4
71049.0,1666,26250.88,5,4,High,High,4.4
15148.0,1624,23868.05,5,4,High,High,4.4
21922.0,2027,24986.75,5,4,High,High,4.4
15083.0,1716,24474.36,5,4,High,High,4.4
78472.0,1694,28468.12,5,4,High,High,4.4
78628.0,2017,23638.49,5,4,High,High,4.4
75761.0,1618,23825.39,5,4,High,High,4.4
75748.0,1713,23035.89,5,4,High,High,4.4
15354.0,1599,25980.37,5,4,High,High,4.4
59923.0,1792,23528.51,5,4,High,High,4.4
17707.0,2043,25388.36,5,4,High,High,4.4
25046.0,1602,25580.35,5,4,High,High,4.4
16155.0,1725,23477.29,5,4,High,High,4.4
77214.0,2076,27398.43,5,4,High,High,4.4
60888.0,1948,25273.35,5,4,High,High,4.4
25304.0,1652,25103.71,5,4,High,High,4.4
16016.0,1751,26614.34,5,4,High,High,4.4
77167.0,2065,23222.76,5,4,High,High,4.4
64930.0,1639,24124.67,5,4,High,High,4.4
15975.0,1611,25700.02,5,4,High,High,4.4
61106.0,1724,25364.08,5,4,High,High,4.4
15929.0,1679,23549.53,5,4,High,High,4.4
15896.0,1780,23460.99,5,4,High,High,4.4
25480.0,1621,29620.1,5,4,High,High,4.4
78049.0,1791,24705.55,5,4,High,High,4.4
70939.0,1645,27502.19,5,4,High,High,4.4
61320.0,1874,25627.48,5,4,High,High,4.4
15711.0,1680,28284.82,5,4,High,High,4.4
66456.0,1888,28648.23,5,4,High,High,4.4
19993.0,1807,25674.29,5,4,High,High,4.4
66220.0,1948,23373.49,5,4,High,High,4.4
60345.0,1981,27417.86,5,4,High,High,4.4
61341.0,1748,29120.49,5,4,High,High,4.4
66759.0,1713,26079.93,5,4,High,High,4.4
78000.0,2009,28362.15,5,4,High,High,4.4
78017.0,1716,25659.82,5,4,High,High,4.4
26061.0,1803,26522.45,5,4,High,High,4.4
67135.0,1731,23160.68,5,4,High,High,4.4
75715.0,1789,26715.87,5,4,High,High,4.4
57995.0,1700,27012.14,5,4,High,High,4.4
67584.0,2052,23853.93,5,4,High,High,4.4
21532.0,1897,23990.54,5,4,High,High,4.4
69330.0,1713,25526.83,5,4,High,High,4.4
24247.0,1889,25337.96,5,4,High,High,4.4
79963.0,1696,30276.8,5,4,High,High,4.4
74550.0,1619,30148.04,5,4,High,High,4.4
79993.0,2126,23239.29,5,4,High,High,4.4
74534.0,1645,23778.2,5,4,High,High,4.4
74456.0,1701,25150.87,5,4,High,High,4.4
26568.0,2068,24600.08,5,4,High,High,4.4
22622.0,1638,30084.8,5,4,High,High,4.4
21496.0,1685,25786.4,5,4,High,High,4.4
24714.0,1902,26450.53,5,4,High,High,4.4
67603.0,1608,24463.45,5,4,High,High,4.4
74448.0,2679,28781.19,5,4,High,High,4.4
17479.0,1749,28694.28,5,4,High,High,4.4
19370.0,2151,24508.27,5,4,High,High,4.4
65744.0,1657,23352.58,5,4,High,High,4.4
17555.0,1715,27950.24,5,4,High,High,4.4
14069.0,1842,28675.65,5,4,High,High,4.4
21385.0,1646,24578.07,5,4,High,High,4.4
62966.0,1727,24810.53,5,4,High,High,4.4
65564.0,1915,23203.76,5,4,High,High,4.4
74169.0,1687,28472.69,5,4,High,High,4.4
60859.0,1631,30380.5,5,4,High,High,4.4
58104.0,1857,30333.29,5,4,High,High,4.4
79896.0,1747,24570.46,5,4,High,High,4.4
74676.0,1913,27963.57,5,4,High,High,4.4
22425.0,1852,26317.53,5,4,High,High,4.4
58933.0,1657,25453.66,5,4,High,High,4.4
24618.0,1999,23348.23,5,4,High,High,4.4
67371.0,1636,24590.1,5,4,High,High,4.4
75379.0,2020,24828.71,5,4,High,High,4.4
58881.0,1857,23166.94,5,4,High,High,4.4
75374.0,1651,29302.51,5,4,High,High,4.4
79147.0,1778,24051.11,5,4,High,High,4.4
79277.0,1628,23062.82,5,4,High,High,4.4
79384.0,1640,28617.4,5,4,High,High,4.4
79500.0,1657,23585.45,5,4,High,High,4.4
67382.0,1954,28766.78,5,4,High,High,4.4
65870.0,1886,24675.3,5,4,High,High,4.4
58351.0,1637,24326.04,5,4,High,High,4.4
58322.0,1882,24929.77,5,4,High,High,4.4
62423.0,1648,29175.84,5,4,High,High,4.4
79863.0,1957,24831.12,5,4,High,High,4.4
62429.0,1638,30029.77,5,4,High,High,4.4
74841.0,1949,28040.16,5,4,High,High,4.4
71499.0,1612,23501.11,5,4,High,High,4.4
79893.0,1906,30255.89,5,4,High,High,4.4
74700.0,2033,23613.13,5,4,High,High,4.4
62562.0,1971,23452.03,5,4,High,High,4.4
55565.0,1982,23656.67,5,4,High,High,4.4
1000.0,1710,28698.51,5,4,High,High,4.4
85270.0,2016,28925.53,5,4,High,High,4.4
35148.0,1978,23346.87,5,4,High,High,4.4
4526.0,1698,29924.91,5,4,High,High,4.4
35953.0,1647,23302.06,5,4,High,High,4.4
35840.0,1886,27293.85,5,4,High,High,4.4
43870.0,1755,23776.88,5,4,High,High,4.4
49901.0,1650,25753.99,5,4,High,High,4.4
95445.0,1879,23400.45,5,4,High,High,4.4
43875.0,1868,29378.09,5,4,High,High,4.4
35709.0,1725,26741.67,5,4,High,High,4.4
44069.0,1965,25920.43,5,4,High,High,4.4
8633.0,1700,27556.67,5,4,High,High,4.4
4888.0,1680,29943.5,5,4,High,High,4.4
32166.0,1817,24997.05,5,4,High,High,4.4
88859.0,2190,25453.96,5,4,High,High,4.4
35504.0,2031,23003.6,5,4,High,High,4.4
5001.0,1710,29891.76,5,4,High,High,4.4
88862.0,1902,23777.55,5,4,High,High,4.4
44350.0,1672,24906.56,5,4,High,High,4.4
5108.0,1734,23024.51,5,4,High,High,4.4
94394.0,1746,23751.56,5,4,High,High,4.4
44432.0,2162,24011.01,5,4,High,High,4.4
8334.0,1700,26045.34,5,4,High,High,4.4
49205.0,2165,23380.15,5,4,High,High,4.4
89140.0,1916,29540.66,5,4,High,High,4.4
94357.0,1929,25584.37,5,4,High,High,4.4
49174.0,1685,25355.7,5,4,High,High,4.4
49136.0,1722,28698.73,5,4,High,High,4.4
49010.0,1736,25334.41,5,4,High,High,4.4
48993.0,1668,23921.35,5,4,High,High,4.4
32521.0,1981,25835.0,5,4,High,High,4.4
31650.0,1829,24254.51,5,4,High,High,4.4
95970.0,1718,27564.99,5,4,High,High,4.4
88151.0,1784,24310.86,5,4,High,High,4.4
87324.0,2619,23430.7,5,4,High,High,4.4
3599.0,1643,30014.09,5,4,High,High,4.4
96916.0,1673,25339.41,5,4,High,High,4.4
51889.0,1814,24788.14,5,4,High,High,4.4
42992.0,1871,25002.63,5,4,High,High,4.4
30962.0,1995,27198.63,5,4,High,High,4.4
96852.0,1917,23590.82,5,4,High,High,4.4
96804.0,1780,26237.64,5,4,High,High,4.4
86965.0,2061,25190.99,5,4,High,High,4.4
87018.0,1874,30339.53,5,4,High,High,4.4
87036.0,1707,29431.22,5,4,High,High,4.4
51681.0,1715,23111.08,5,4,High,High,4.4
36426.0,2254,25430.18,5,4,High,High,4.4
36353.0,1659,23728.59,5,4,High,High,4.4
36285.0,1728,29620.96,5,4,High,High,4.4
36117.0,1882,29524.89,5,4,High,High,4.4
31249.0,2066,30348.05,5,4,High,High,4.4
43281.0,1903,30196.95,5,4,High,High,4.4
87372.0,1915,23472.02,5,4,High,High,4.4
87486.0,1657,26019.52,5,4,High,High,4.4
87582.0,1659,23213.68,5,4,High,High,4.4
43313.0,1617,30182.15,5,4,High,High,4.4
9360.0,1886,24602.39,5,4,High,High,4.4
43369.0,2011,26662.33,5,4,High,High,4.4
36150.0,1917,25896.5,5,4,High,High,4.4
96360.0,2058,24184.32,5,4,High,High,4.4
4279.0,1993,25841.9,5,4,High,High,4.4
96342.0,2022,30075.82,5,4,High,High,4.4
50854.0,1921,29437.73,5,4,High,High,4.4
44779.0,1994,30070.62,5,4,High,High,4.4
89517.0,2183,24709.67,5,4,High,High,4.4
3498.0,1785,25300.99,5,4,High,High,4.4
45092.0,1911,23050.11,5,4,High,High,4.4
34136.0,1659,26039.58,5,4,High,High,4.4
91202.0,1691,23760.45,5,4,High,High,4.4
46788.0,1721,30150.99,5,4,High,High,4.4
34123.0,1656,26326.07,5,4,High,High,4.4
33557.0,1623,23005.95,5,4,High,High,4.4
92506.0,1756,29084.3,5,4,High,High,4.4
7235.0,1667,26451.54,5,4,High,High,4.4
92498.0,1611,26753.87,5,4,High,High,4.4
91230.0,1621,29976.18,5,4,High,High,4.4
92463.0,1729,24774.39,5,4,High,High,4.4
46853.0,1810,23596.55,5,4,High,High,4.4
92415.0,1775,23538.51,5,4,High,High,4.4
33633.0,1953,29685.76,5,4,High,High,4.4
91625.0,1656,30339.7,5,4,High,High,4.4
92283.0,2195,24771.6,5,4,High,High,4.4
47271.0,2247,28279.43,5,4,High,High,4.4
7020.0,1794,26128.85,5,4,High,High,4.4
6518.0,1658,29314.21,5,4,High,High,4.4
7014.0,1852,26657.14,5,4,High,High,4.4
47236.0,1614,29488.87,5,4,High,High,4.4
47193.0,1841,24854.93,5,4,High,High,4.4
46953.0,1897,23328.86,5,4,High,High,4.4
91760.0,1882,23062.01,5,4,High,High,4.4
33923.0,1609,23418.93,5,4,High,High,4.4
6616.0,1998,23976.43,5,4,High,High,4.4
47025.0,1741,29300.31,5,4,High,High,4.4
91906.0,1695,23574.38,5,4,High,High,4.4
92174.0,1605,26351.91,5,4,High,High,4.4
47050.0,1814,23897.18,5,4,High,High,4.4
47735.0,1642,28977.97,5,4,High,High,4.4
46421.0,1730,23969.11,5,4,High,High,4.4
91010.0,1601,25051.21,5,4,High,High,4.4
45952.0,1618,24512.42,5,4,High,High,4.4
94142.0,1598,25341.42,5,4,High,High,4.4
48853.0,1671,23435.3,5,4,High,High,4.4
48693.0,1979,25895.95,5,4,High,High,4.4
5357.0,1932,23657.93,5,4,High,High,4.4
93990.0,1731,30282.15,5,4,High,High,4.4
48558.0,1689,26525.34,5,4,High,High,4.4
45432.0,2118,24536.33,5,4,High,High,4.4
32827.0,2084,23906.61,5,4,High,High,4.4
93530.0,2307,25390.43,5,4,High,High,4.4
8001.0,2011,30229.01,5,4,High,High,4.4
48375.0,1654,26726.73,5,4,High,High,4.4
34785.0,2028,28156.16,5,4,High,High,4.4
5653.0,1758,29764.57,5,4,High,High,4.4
33086.0,1632,30136.93,5,4,High,High,4.4
90958.0,1893,29777.07,5,4,High,High,4.4
90550.0,1656,26402.21,5,4,High,High,4.4
33121.0,2082,24320.61,5,4,High,High,4.4
93372.0,2457,24672.75,5,4,High,High,4.4
90715.0,1866,23107.99,5,4,High,High,4.4
47961.0,1998,24764.93,5,4,High,High,4.4
7472.0,1651,26411.3,5,4,High,High,4.4
5960.0,1665,24526.78,5,4,High,High,4.4
47873.0,1619,29254.65,5,4,High,High,4.4
92936.0,1697,28316.19,5,4,High,High,4.4
47856.0,1959,30105.81,5,4,High,High,4.4
92852.0,1839,26883.51,5,4,High,High,4.4
33486.0,1631,24049.06,5,4,High,High,4.4
7330.0,1930,24918.36,5,4,High,High,4.4
36877.0,1653,23805.26,5,4,High,High,4.4
33916.0,1610,27319.91,5,4,High,High,4.4
53536.0,1930,26079.87,5,4,High,High,4.4
99057.0,2315,26836.52,5,4,High,High,4.4
29240.0,1906,25094.08,5,4,High,High,4.4
37764.0,1707,26616.26,5,4,High,High,4.4
11821.0,1657,24726.24,5,4,High,High,4.4
83765.0,1847,25859.05,5,4,High,High,4.4
2641.0,1867,25033.4,5,4,High,High,4.4
98363.0,1784,25008.67,5,4,High,High,4.4
83591.0,2058,24309.72,5,4,High,High,4.4
2778.0,1733,23477.75,5,4,High,High,4.4
54559.0,1699,25832.15,5,4,High,High,4.4
20984.0,1798,24984.19,5,4,High,High,4.4
83910.0,1702,24349.54,5,4,High,High,4.4
30050.0,2025,28853.1,5,4,High,High,4.4
1642.0,1657,23802.77,5,4,High,High,4.4
