from_totally_fake_account,Z-score_count,IQR_count,Isolation_Forest_count,Total_anomalies,risk_level
14187,0,0,0,0,low-risk
14190,17,114,211,342,high-risk
14202,13,132,171,316,medium-high-risk
14214,12,165,245,422,high-risk
14216,0,0,0,0,low-risk
14218,0,0,0,0,low-risk
14236,0,0,0,0,low-risk
14243,12,134,178,324,medium-high-risk
14247,0,0,0,0,low-risk
14254,0,0,0,0,low-risk
14263,0,0,0,0,low-risk
14270,12,153,192,357,high-risk
14272,19,133,271,423,high-risk
14277,12,152,206,370,high-risk
14289,12,226,179,417,high-risk
14326,12,176,190,378,high-risk
1433,12,96,144,252,medium-high-risk
14345,12,95,124,231,medium-low-risk
14358,12,162,219,393,high-risk
14360,24,151,228,403,high-risk
14362,26,118,149,293,medium-high-risk
14372,27,144,192,363,high-risk
14388,12,88,119,219,medium-low-risk
14392,0,0,0,0,low-risk
14410,0,0,0,0,low-risk
14415,0,0,0,0,low-risk
14420,43,156,192,391,high-risk
14424,12,166,235,413,high-risk
14426,17,116,179,312,medium-high-risk
1443,27,137,165,329,medium-high-risk
1444,0,0,0,0,low-risk
14446,12,123,233,368,high-risk
14448,12,140,176,328,medium-high-risk
14452,12,130,171,313,medium-high-risk
14458,28,151,216,395,high-risk
14460,45,139,394,578,high-risk
14467,52,122,272,446,high-risk
14468,12,74,88,174,medium-low-risk
14493,0,0,0,0,low-risk
14496,15,125,156,296,medium-high-risk
14500,13,86,125,224,medium-low-risk
14502,0,0,0,0,low-risk
14506,13,116,155,284,medium-high-risk
14519,0,0,0,0,low-risk
14520,12,123,155,290,medium-high-risk
14527,12,113,191,316,medium-high-risk
1453,0,0,0,0,low-risk
14534,13,117,220,350,high-risk
14543,11,126,223,360,high-risk
14544,0,0,0,0,low-risk
14547,31,142,214,387,high-risk
14556,12,223,178,413,high-risk
14559,0,0,0,0,low-risk
14563,38,140,184,362,high-risk
14577,28,149,309,486,high-risk
1458,0,0,0,0,low-risk
14582,28,111,146,285,medium-high-risk
1459,0,0,0,0,low-risk
14590,12,123,152,287,medium-high-risk
14593,15,108,147,270,medium-high-risk
14598,12,112,138,262,medium-high-risk
1460,21,188,176,385,high-risk
14601,21,120,224,365,high-risk
14611,20,98,159,277,medium-high-risk
14634,23,109,152,284,medium-high-risk
14639,0,0,0,0,low-risk
14650,0,0,0,0,low-risk
14662,25,135,199,359,high-risk
14673,0,0,0,0,low-risk
14685,30,101,140,271,medium-high-risk
14692,13,111,208,332,high-risk
14697,12,101,130,243,medium-low-risk
1471,12,150,153,315,medium-high-risk
14715,0,0,0,0,low-risk
1472,0,0,0,0,low-risk
14724,34,119,174,327,medium-high-risk
14730,0,0,0,0,low-risk
14749,12,110,154,276,medium-high-risk
14754,12,150,180,342,high-risk
1476,0,0,0,0,low-risk
14769,22,145,226,393,high-risk
14779,0,0,0,0,low-risk
14785,0,0,0,0,low-risk
14788,18,87,123,228,medium-low-risk
14793,12,85,137,234,medium-low-risk
14815,0,0,0,0,low-risk
1482,0,0,0,0,low-risk
14837,31,115,184,330,high-risk
14840,0,0,0,0,low-risk
14845,12,113,151,276,medium-high-risk
14846,0,0,0,0,low-risk
14847,0,0,0,0,low-risk
14850,12,113,119,244,medium-low-risk
14865,19,152,208,379,high-risk
14867,32,154,221,407,high-risk
1487,30,113,188,331,high-risk
14876,0,0,0,0,low-risk
14877,11,278,415,704,high-risk
14878,0,0,0,0,low-risk
14879,12,129,145,286,medium-high-risk
1489,12,86,100,198,medium-low-risk
14894,12,134,154,300,medium-high-risk
14899,22,118,271,411,high-risk
1490,12,146,243,401,high-risk
14900,0,0,0,0,low-risk
14913,12,152,202,366,high-risk
14918,12,138,126,276,medium-high-risk
14929,12,128,155,295,medium-high-risk
14930,12,138,186,336,high-risk
14935,29,143,151,323,medium-high-risk
14955,12,134,201,347,high-risk
14970,0,0,0,0,low-risk
14980,0,0,0,0,low-risk
14987,0,0,0,0,low-risk
14995,12,150,173,335,high-risk
15004,0,0,0,0,low-risk
15018,0,0,0,0,low-risk
15032,0,0,0,0,low-risk
1505,31,113,164,308,medium-high-risk
15063,12,104,116,232,medium-low-risk
1507,31,173,215,419,high-risk
15078,41,113,167,321,medium-high-risk
15083,29,158,187,374,high-risk
15086,21,104,174,299,medium-high-risk
15088,0,0,0,0,low-risk
15104,0,0,0,0,low-risk
15129,0,0,0,0,low-risk
15132,12,102,117,231,medium-low-risk
15135,12,122,149,283,medium-high-risk
15145,0,0,0,0,low-risk
15148,46,165,208,419,high-risk
15152,0,0,0,0,low-risk
15165,29,143,171,343,high-risk
15169,12,134,117,263,medium-high-risk
15171,14,116,216,346,high-risk
15173,24,117,210,351,high-risk
15176,0,0,0,0,low-risk
1518,0,0,0,0,low-risk
15181,0,0,0,0,low-risk
15184,13,128,175,316,medium-high-risk
15197,12,112,132,256,medium-high-risk
1520,0,0,0,0,low-risk
15200,0,0,0,0,low-risk
15205,0,0,0,0,low-risk
15210,0,0,0,0,low-risk
15214,12,105,142,259,medium-high-risk
15219,21,101,143,265,medium-high-risk
15239,30,130,174,334,high-risk
15240,14,141,229,384,high-risk
15250,12,146,218,376,high-risk
15258,12,109,115,236,medium-low-risk
15264,12,75,100,187,medium-low-risk
15265,12,167,208,387,high-risk
15266,0,0,0,0,low-risk
15272,0,0,0,0,low-risk
15274,41,171,291,503,high-risk
15277,12,80,153,245,medium-high-risk
15284,0,0,0,0,low-risk
15289,0,0,0,0,low-risk
1529,13,118,143,274,medium-high-risk
15294,0,0,0,0,low-risk
15301,0,0,0,0,low-risk
15305,0,0,0,0,low-risk
15315,17,105,171,293,medium-high-risk
15317,0,0,0,0,low-risk
15320,37,149,175,361,high-risk
15321,0,0,0,0,low-risk
15324,0,0,0,0,low-risk
15343,17,105,123,245,medium-high-risk
15347,12,149,241,402,high-risk
15350,12,127,173,312,medium-high-risk
15353,12,174,209,395,high-risk
15354,12,159,283,454,high-risk
15370,0,0,0,0,low-risk
15377,13,99,162,274,medium-high-risk
1538,0,0,0,0,low-risk
15381,24,133,238,395,high-risk
15382,12,73,107,192,medium-low-risk
15386,0,0,0,0,low-risk
15387,12,162,181,355,high-risk
15393,14,101,139,254,medium-high-risk
15396,0,0,0,0,low-risk
15400,12,102,141,255,medium-high-risk
15408,0,0,0,0,low-risk
15414,0,0,0,0,low-risk
15418,12,146,208,366,high-risk
15424,32,117,164,313,medium-high-risk
15429,0,0,0,0,low-risk
15431,21,99,154,274,medium-high-risk
15438,27,153,219,399,high-risk
15444,18,130,171,319,medium-high-risk
15454,12,118,171,301,medium-high-risk
15460,12,105,133,250,medium-high-risk
15468,24,177,239,440,high-risk
15471,54,164,327,545,high-risk
15480,0,0,0,0,low-risk
15483,12,148,82,242,medium-low-risk
15497,0,0,0,0,low-risk
15500,0,0,0,0,low-risk
15501,21,88,153,262,medium-high-risk
15514,0,0,0,0,low-risk
15515,11,95,136,242,medium-low-risk
15521,0,0,0,0,low-risk
15533,0,0,0,0,low-risk
15538,13,101,119,233,medium-low-risk
15550,12,134,169,315,medium-high-risk
1556,0,0,0,0,low-risk
15575,12,115,78,205,medium-low-risk
15585,12,155,183,350,high-risk
15597,13,124,241,378,high-risk
15612,0,0,0,0,low-risk
15613,13,147,211,371,high-risk
15618,12,148,202,362,high-risk
15622,0,0,0,0,low-risk
15624,0,0,0,0,low-risk
15629,12,156,252,420,high-risk
1563,17,114,219,350,high-risk
15633,23,138,190,351,high-risk
15640,0,0,0,0,low-risk
15663,12,150,214,376,high-risk
1569,14,121,164,299,medium-high-risk
1570,0,0,0,0,low-risk
15711,12,176,206,394,high-risk
15714,0,0,0,0,low-risk
15717,12,142,147,301,medium-high-risk
1572,42,149,195,386,high-risk
15730,14,132,182,328,medium-high-risk
15737,12,148,184,344,high-risk
15738,17,88,116,221,medium-low-risk
15767,0,0,0,0,low-risk
15788,12,124,153,289,medium-high-risk
15789,0,0,0,0,low-risk
15823,12,177,177,366,high-risk
15829,24,98,169,291,medium-high-risk
15831,0,0,0,0,low-risk
15838,12,133,160,305,medium-high-risk
15839,0,0,0,0,low-risk
15867,12,131,180,323,medium-high-risk
15880,13,137,184,334,high-risk
15888,0,0,0,0,low-risk
15892,0,0,0,0,low-risk
15896,28,183,232,443,high-risk
15897,0,0,0,0,low-risk
15898,0,0,0,0,low-risk
15900,0,0,0,0,low-risk
15901,0,0,0,0,low-risk
15908,0,0,0,0,low-risk
15911,35,191,263,489,high-risk
15912,0,0,0,0,low-risk
15922,0,0,0,0,low-risk
15929,15,137,170,322,medium-high-risk
15932,0,0,0,0,low-risk
15935,12,163,188,363,high-risk
15938,12,149,165,326,medium-high-risk
15940,0,0,0,0,low-risk
15944,45,134,145,324,medium-high-risk
15952,12,105,171,288,medium-high-risk
15954,12,93,143,248,medium-high-risk
15959,0,0,0,0,low-risk
1596,13,88,121,222,medium-low-risk
15960,0,0,0,0,low-risk
15961,0,0,0,0,low-risk
15964,12,102,109,223,medium-low-risk
15969,0,0,0,0,low-risk
15973,0,0,0,0,low-risk
15975,23,167,198,388,high-risk
15976,0,0,0,0,low-risk
15979,0,0,0,0,low-risk
1598,0,0,0,0,low-risk
15994,0,0,0,0,low-risk
15998,0,0,0,0,low-risk
16004,12,139,160,311,medium-high-risk
16005,0,0,0,0,low-risk
16006,12,160,194,366,high-risk
16007,12,134,145,291,medium-high-risk
16014,0,0,0,0,low-risk
16015,12,148,167,327,medium-high-risk
16016,31,160,207,398,high-risk
16019,17,146,218,381,high-risk
16020,14,107,200,321,medium-high-risk
16029,12,93,141,246,medium-high-risk
16034,19,161,219,399,high-risk
16045,0,0,0,0,low-risk
16056,12,120,182,314,medium-high-risk
16066,20,140,175,335,high-risk
1607,12,132,176,320,medium-high-risk
16070,25,117,157,299,medium-high-risk
1609,0,0,0,0,low-risk
16105,23,144,229,396,high-risk
16108,0,0,0,0,low-risk
16128,12,149,195,356,high-risk
16133,12,128,206,346,high-risk
16141,12,163,239,414,high-risk
1615,12,155,196,363,high-risk
16155,43,191,229,463,high-risk
1618,0,0,0,0,low-risk
16183,15,118,221,354,high-risk
16187,29,141,171,341,high-risk
16192,32,138,188,358,high-risk
16209,0,0,0,0,low-risk
1621,0,0,0,0,low-risk
16210,14,317,297,628,high-risk
16211,0,0,0,0,low-risk
16213,25,124,205,354,high-risk
16216,12,154,161,327,medium-high-risk
16218,0,0,0,0,low-risk
1622,12,106,159,277,medium-high-risk
1623,12,160,184,356,high-risk
16234,0,0,0,0,low-risk
16246,12,91,128,231,medium-low-risk
16247,20,129,152,301,medium-high-risk
16249,34,256,242,532,high-risk
16257,24,155,220,399,high-risk
16264,0,0,0,0,low-risk
16265,0,0,0,0,low-risk
16272,12,98,127,237,medium-low-risk
16274,25,152,183,360,high-risk
16275,12,144,179,335,high-risk
16287,23,141,172,336,high-risk
16291,12,164,306,482,high-risk
16299,44,134,208,386,high-risk
1630,0,0,0,0,low-risk
16302,0,0,0,0,low-risk
16306,16,156,151,323,medium-high-risk
16308,12,97,126,235,medium-low-risk
1631,15,153,275,443,high-risk
16318,12,151,181,344,high-risk
16329,0,0,0,0,low-risk
16334,12,134,184,330,high-risk
16338,12,87,121,220,medium-low-risk
16339,24,156,204,384,high-risk
1634,12,125,137,274,medium-high-risk
16341,0,0,0,0,low-risk
16348,0,0,0,0,low-risk
16354,0,0,0,0,low-risk
16357,20,90,166,276,medium-high-risk
16365,17,103,159,279,medium-high-risk
16366,0,0,0,0,low-risk
16367,12,131,176,319,medium-high-risk
1639,14,121,167,302,medium-high-risk
16392,33,169,262,464,high-risk
16401,12,159,208,379,high-risk
16406,12,135,183,330,high-risk
16414,12,160,195,367,high-risk
16419,27,98,272,397,high-risk
1642,12,102,121,235,medium-low-risk
16425,12,104,201,317,medium-high-risk
16429,12,128,165,305,medium-high-risk
1644,15,90,123,228,medium-low-risk
16444,12,104,128,244,medium-low-risk
16453,0,0,0,0,low-risk
16464,13,113,196,322,medium-high-risk
16468,12,96,149,257,medium-high-risk
16469,29,173,235,437,high-risk
16475,24,118,165,307,medium-high-risk
16482,0,0,0,0,low-risk
16490,0,0,0,0,low-risk
16491,0,0,0,0,low-risk
16499,0,0,0,0,low-risk
16503,22,122,205,349,high-risk
16506,12,163,197,372,high-risk
16509,12,155,188,355,high-risk
16510,0,0,0,0,low-risk
16523,12,123,177,312,medium-high-risk
16524,0,0,0,0,low-risk
16532,18,141,219,378,high-risk
16539,12,122,138,272,medium-high-risk
1654,0,0,0,0,low-risk
16544,14,120,178,312,medium-high-risk
16546,12,127,166,305,medium-high-risk
16570,0,0,0,0,low-risk
16584,0,0,0,0,low-risk
16588,31,117,131,279,medium-high-risk
16594,0,0,0,0,low-risk
16595,0,0,0,0,low-risk
16601,21,129,219,369,high-risk
1661,12,159,210,381,high-risk
16610,0,0,0,0,low-risk
16614,0,0,0,0,low-risk
16615,16,100,144,260,medium-high-risk
16616,22,107,175,304,medium-high-risk
16625,0,0,0,0,low-risk
16634,12,116,137,265,medium-high-risk
16638,29,100,136,265,medium-high-risk
16647,13,83,127,223,medium-low-risk
16649,18,74,129,221,medium-low-risk
16652,21,122,227,370,high-risk
16658,0,0,0,0,low-risk
16670,0,0,0,0,low-risk
16689,16,127,153,296,medium-high-risk
16698,12,127,157,296,medium-high-risk
1670,0,0,0,0,low-risk
16701,0,0,0,0,low-risk
16704,0,0,0,0,low-risk
16706,12,137,177,326,medium-high-risk
16709,19,223,138,380,high-risk
16710,0,0,0,0,low-risk
16715,14,113,157,284,medium-high-risk
16724,0,0,0,0,low-risk
16726,0,0,0,0,low-risk
1673,0,0,0,0,low-risk
16731,26,108,135,269,medium-high-risk
16739,12,96,137,245,medium-high-risk
16742,0,0,0,0,low-risk
16744,0,0,0,0,low-risk
1675,12,139,152,303,medium-high-risk
16751,23,119,150,292,medium-high-risk
16753,38,156,205,399,high-risk
16779,28,146,192,366,high-risk
16783,0,0,0,0,low-risk
16784,12,153,173,338,high-risk
16798,0,0,0,0,low-risk
16801,14,135,239,388,high-risk
16802,14,120,176,310,medium-high-risk
16803,0,0,0,0,low-risk
16804,0,0,0,0,low-risk
16817,15,120,144,279,medium-high-risk
16826,14,124,155,293,medium-high-risk
16830,0,0,0,0,low-risk
16832,0,0,0,0,low-risk
16834,18,157,249,424,high-risk
16836,0,0,0,0,low-risk
16843,0,0,0,0,low-risk
16859,0,0,0,0,low-risk
16870,17,136,173,326,medium-high-risk
16875,0,0,0,0,low-risk
16882,12,83,122,217,medium-low-risk
1689,12,125,148,285,medium-high-risk
16902,16,104,168,288,medium-high-risk
16907,12,118,159,289,medium-high-risk
16913,12,126,167,305,medium-high-risk
16914,0,0,0,0,low-risk
16917,0,0,0,0,low-risk
16918,15,171,268,454,high-risk
16928,0,0,0,0,low-risk
16941,12,126,165,303,medium-high-risk
16944,12,136,162,310,medium-high-risk
16948,0,0,0,0,low-risk
16952,12,118,172,302,medium-high-risk
16954,0,0,0,0,low-risk
16958,0,0,0,0,low-risk
16963,0,0,0,0,low-risk
1697,22,110,154,286,medium-high-risk
16972,0,0,0,0,low-risk
16977,0,0,0,0,low-risk
1698,0,0,0,0,low-risk
16986,28,114,150,292,medium-high-risk
16993,24,120,268,412,high-risk
16997,34,160,226,420,high-risk
17004,33,164,342,539,high-risk
17014,0,0,0,0,low-risk
17016,35,144,290,469,high-risk
17021,0,0,0,0,low-risk
17022,0,0,0,0,low-risk
17024,0,0,0,0,low-risk
17025,24,103,144,271,medium-high-risk
17027,58,144,224,426,high-risk
1703,42,177,278,497,high-risk
17034,41,135,198,374,high-risk
17039,0,0,0,0,low-risk
17041,39,105,163,307,medium-high-risk
17048,0,0,0,0,low-risk
17052,27,91,176,294,medium-high-risk
17056,12,102,116,230,medium-low-risk
17057,12,125,151,288,medium-high-risk
17058,0,0,0,0,low-risk
17081,0,0,0,0,low-risk
17087,0,0,0,0,low-risk
17089,12,226,187,425,high-risk
17097,0,0,0,0,low-risk
17098,18,120,158,296,medium-high-risk
17101,0,0,0,0,low-risk
17108,0,0,0,0,low-risk
17117,0,0,0,0,low-risk
17127,12,121,136,269,medium-high-risk
17128,0,0,0,0,low-risk
17130,16,87,128,231,medium-low-risk
17137,13,145,190,348,high-risk
17140,0,0,0,0,low-risk
17143,24,123,182,329,medium-high-risk
1715,12,122,221,355,high-risk
17151,12,199,164,375,high-risk
17152,0,0,0,0,low-risk
17155,29,151,183,363,high-risk
17158,22,179,195,396,high-risk
17161,21,87,163,271,medium-high-risk
17163,43,150,224,417,high-risk
17169,12,156,190,358,high-risk
1717,12,121,139,272,medium-high-risk
1718,12,111,126,249,medium-high-risk
17181,18,138,182,338,high-risk
17185,34,105,160,299,medium-high-risk
17191,47,183,208,438,high-risk
17195,12,143,174,329,medium-high-risk
17196,15,110,206,331,high-risk
17210,12,124,157,293,medium-high-risk
17213,18,133,189,340,high-risk
17224,0,0,0,0,low-risk
17225,12,101,147,260,medium-high-risk
17228,0,0,0,0,low-risk
17231,23,119,151,293,medium-high-risk
17243,13,78,97,188,medium-low-risk
1725,0,0,0,0,low-risk
17256,12,126,186,324,medium-high-risk
17259,12,104,131,247,medium-high-risk
17267,25,90,144,259,medium-high-risk
17276,22,152,236,410,high-risk
17287,12,122,142,276,medium-high-risk
17291,12,140,149,301,medium-high-risk
17294,12,90,111,213,medium-low-risk
1730,13,150,230,393,high-risk
17300,0,0,0,0,low-risk
17307,0,0,0,0,low-risk
1731,0,0,0,0,low-risk
17310,0,0,0,0,low-risk
17311,12,119,198,329,medium-high-risk
17316,0,0,0,0,low-risk
17323,12,116,112,240,medium-low-risk
17328,17,147,258,422,high-risk
17353,0,0,0,0,low-risk
1736,15,120,196,331,high-risk
17360,13,124,195,332,high-risk
17377,0,0,0,0,low-risk
17379,12,193,229,434,high-risk
17382,19,85,118,222,medium-low-risk
17383,18,88,147,253,medium-high-risk
17397,16,117,151,284,medium-high-risk
17398,12,194,227,433,high-risk
17401,0,0,0,0,low-risk
17411,0,0,0,0,low-risk
17413,13,77,115,205,medium-low-risk
17419,12,129,142,283,medium-high-risk
17424,12,135,173,320,medium-high-risk
17427,12,99,134,245,medium-high-risk
17434,15,144,224,383,high-risk
17443,11,109,129,249,medium-high-risk
17467,12,127,155,294,medium-high-risk
17469,12,150,186,348,high-risk
17479,12,86,109,207,medium-low-risk
17480,0,0,0,0,low-risk
17484,0,0,0,0,low-risk
17487,14,142,240,396,high-risk
17517,12,104,133,249,medium-high-risk
17526,13,149,212,374,high-risk
17527,0,0,0,0,low-risk
17528,12,147,215,374,high-risk
17539,12,111,147,270,medium-high-risk
1754,0,0,0,0,low-risk
17545,0,0,0,0,low-risk
17547,0,0,0,0,low-risk
17548,0,0,0,0,low-risk
17552,0,0,0,0,low-risk
17555,11,88,108,207,medium-low-risk
17569,12,92,108,212,medium-low-risk
1757,20,148,197,365,high-risk
17573,0,0,0,0,low-risk
17575,0,0,0,0,low-risk
17580,0,0,0,0,low-risk
17582,0,0,0,0,low-risk
17602,0,0,0,0,low-risk
17608,12,143,271,426,high-risk
17613,12,103,129,244,medium-low-risk
17622,34,110,132,276,medium-high-risk
17624,50,161,209,420,high-risk
17625,0,0,0,0,low-risk
17643,0,0,0,0,low-risk
17646,0,0,0,0,low-risk
17647,12,132,168,312,medium-high-risk
17662,12,232,162,406,high-risk
17664,0,0,0,0,low-risk
17665,0,0,0,0,low-risk
17669,0,0,0,0,low-risk
17670,12,119,175,306,medium-high-risk
17673,0,0,0,0,low-risk
17679,25,121,218,364,high-risk
17682,31,113,155,299,medium-high-risk
17691,0,0,0,0,low-risk
1770,0,0,0,0,low-risk
17707,55,186,219,460,high-risk
1771,0,0,0,0,low-risk
17717,29,116,142,287,medium-high-risk
17723,0,0,0,0,low-risk
17726,0,0,0,0,low-risk
17729,0,0,0,0,low-risk
17730,12,185,240,437,high-risk
17735,36,129,175,340,high-risk
17741,12,159,187,358,high-risk
17744,16,110,175,301,medium-high-risk
17750,12,98,151,261,medium-high-risk
17756,12,139,191,342,high-risk
17758,0,0,0,0,low-risk
17761,13,91,198,302,medium-high-risk
17763,26,123,164,313,medium-high-risk
17765,27,116,178,321,medium-high-risk
17769,55,146,208,409,high-risk
1777,0,0,0,0,low-risk
17773,0,0,0,0,low-risk
17781,12,162,178,352,high-risk
17788,0,0,0,0,low-risk
17794,14,113,223,350,high-risk
17800,0,0,0,0,low-risk
17813,12,187,206,405,high-risk
17827,0,0,0,0,low-risk
17830,13,121,153,287,medium-high-risk
17836,0,0,0,0,low-risk
1784,12,137,253,402,high-risk
17843,0,0,0,0,low-risk
17844,35,135,191,361,high-risk
17852,0,0,0,0,low-risk
17857,20,123,145,288,medium-high-risk
1786,12,140,215,367,high-risk
17884,12,128,143,283,medium-high-risk
17897,0,0,0,0,low-risk
17905,36,120,158,314,medium-high-risk
17919,0,0,0,0,low-risk
17920,0,0,0,0,low-risk
17929,0,0,0,0,low-risk
1793,20,136,214,370,high-risk
17938,12,149,236,397,high-risk
17943,0,0,0,0,low-risk
17944,0,0,0,0,low-risk
17946,48,140,185,373,high-risk
17947,19,124,168,311,medium-high-risk
17966,0,0,0,0,low-risk
17975,0,0,0,0,low-risk
17977,20,104,152,276,medium-high-risk
17980,0,0,0,0,low-risk
1799,36,168,262,466,high-risk
1800,12,72,105,189,medium-low-risk
18013,0,0,0,0,low-risk
18015,0,0,0,0,low-risk
18035,25,167,211,403,high-risk
18041,12,107,144,263,medium-high-risk
18057,14,90,155,259,medium-high-risk
18058,0,0,0,0,low-risk
1806,0,0,0,0,low-risk
18061,18,141,180,339,high-risk
18075,11,119,146,276,medium-high-risk
1808,12,127,159,298,medium-high-risk
18104,0,0,0,0,low-risk
18105,31,133,171,335,high-risk
18107,25,150,232,407,high-risk
18114,18,135,182,335,high-risk
18116,12,163,194,369,high-risk
1812,0,0,0,0,low-risk
18120,0,0,0,0,low-risk
18124,0,0,0,0,low-risk
1813,0,0,0,0,low-risk
18134,0,0,0,0,low-risk
18142,12,122,161,295,medium-high-risk
1815,30,132,169,331,high-risk
18153,44,176,212,432,high-risk
18161,28,137,198,363,high-risk
18164,17,148,176,341,high-risk
18168,15,129,126,270,medium-high-risk
18173,0,0,0,0,low-risk
18179,12,83,121,216,medium-low-risk
18195,18,103,162,283,medium-high-risk
18197,0,0,0,0,low-risk
18199,32,114,189,335,high-risk
18208,12,171,194,377,high-risk
18213,0,0,0,0,low-risk
18219,12,176,234,422,high-risk
18228,0,0,0,0,low-risk
1823,12,123,158,293,medium-high-risk
1824,0,0,0,0,low-risk
18252,22,85,156,263,medium-high-risk
18264,0,0,0,0,low-risk
1827,13,150,190,353,high-risk
18275,0,0,0,0,low-risk
1828,16,121,187,324,medium-high-risk
18289,0,0,0,0,low-risk
18311,0,0,0,0,low-risk
18316,0,0,0,0,low-risk
18328,12,154,171,337,high-risk
1833,0,0,0,0,low-risk
18345,0,0,0,0,low-risk
1835,19,88,114,221,medium-low-risk
18351,13,120,205,338,high-risk
18353,12,105,223,340,high-risk
18358,18,78,113,209,medium-low-risk
18364,12,134,134,280,medium-high-risk
18365,12,176,218,406,high-risk
18369,0,0,0,0,low-risk
18371,0,0,0,0,low-risk
1838,12,122,195,329,medium-high-risk
18391,0,0,0,0,low-risk
18399,36,152,245,433,high-risk
18402,12,152,187,351,high-risk
18405,24,197,230,451,high-risk
18410,0,0,0,0,low-risk
18430,20,135,187,342,high-risk
18438,0,0,0,0,low-risk
18454,0,0,0,0,low-risk
1847,0,0,0,0,low-risk
18472,12,111,139,262,medium-high-risk
18473,0,0,0,0,low-risk
18484,0,0,0,0,low-risk
